"","CLAYsite"
"5744",22
"5745",7
"5746",7
"5747",18.0666666666676
"5748",8.33333333333643
"5749",10
"5750",NA
"5751",NA
"5752",NA
"5753",7
"5754",7
"5755",15
"5756",NA
"5757",NA
"5758",20
"5759",14
"5760",NA
"5761",20
"5762",15
"5763",15.0000000000188
"5764",7
"5765",NA
"5766",NA
"5767",22
"5768",15
"5769",NA
"5770",7
"5771",9
"5772",10
"5773",27
"5774",10.7500000000023
"5775",17
"5776",15
"5777",15
"5778",10
"5779",8
"5780",19
"5781",17
"5782",14
"5783",15.1666666666669
"5784",NA
"5785",6
"5786",19
"5787",19
"5788",25
"5789",15
"5790",15
"5791",10.7500000000023
"5792",NA
"5793",NA
"5794",10
"5795",22
"5796",7
"5797",NA
"5798",7
"5799",21
"5800",4
"5801",4
"5802",NA
"5803",10.7500000000023
"5804",10.7500000000023
"5805",22
"5806",15
"5807",10
"5808",NA
"5809",8.33333333333643
"5810",9
"5811",NA
"5812",NA
"5813",8
"5814",22
"5815",14
"5816",7
"5817",16.0666666666679
"5818",NA
"5819",NA
"5820",22
"5821",22
"5822",22
"5823",22
"5824",22
"5825",22
"5826",22
"5827",22
"5828",22
"5829",15
"5830",15
"5831",15
"5832",15
"5833",15
"5834",15
"5835",15
"5836",18.4999999999816
"5837",18.4999999999816
"5838",18.4999999999816
"5839",30.9999999999693
"5840",30.9999999999693
"5841",30.9999999999693
"5842",3
"5843",20
"5844",20
"5845",20
"5846",18
"5847",10
"5848",8
"5849",21
"5850",NA
"5851",21
"5852",NA
"5853",14
"5854",14
"5855",9
"5856",30
"5857",23
"5858",7
"5859",10.7500000000023
"5860",NA
"5861",6
"5862",25
"5863",NA
"5864",33.9999999999407
"5865",35.6333333333313
"5866",NA
"5867",7
"5868",4
"5869",8
"5870",19
"5871",3
"5872",21
"5873",10
"5874",NA
"5875",NA
"5876",14
"5877",14
"5878",7
"5879",NA
"5880",3
"5881",3
"5882",14.848000000005
"5883",13
"5884",21
"5885",30.9999999999693
"5886",10.7500000000023
"5887",15
"5888",3
"5889",9
"5890",14
"5891",14
"5892",18.4999999999816
"5893",26
"5894",7
"5895",3
"5896",16.0666666666679
"5897",3
"5898",23.260000000006
"5899",14
"5900",6
"5901",6
"5902",NA
"5903",NA
"5904",10.7500000000023
"5905",NA
"5906",10.4166666666745
"5907",14
"5908",27
"5909",NA
"5910",NA
"5911",21
"5912",17
"5913",9
"5914",16
"5915",10
"5916",8
"5917",11
"5918",17
"5919",10
"5920",26
"5921",10
"5922",8
"5923",10
"5924",14
"5925",10
"5926",10.2883433333332
"5927",16
"5928",18.1885557309556
"5929",15
"5930",NA
"5931",9
"5932",14
"5933",16
"5934",4
"5935",NA
"5936",10
"5937",10
"5938",10
"5939",10
"5940",NA
"5941",15
"5942",15
"5943",NA
"5944",NA
"5945",3
"5946",NA
"5947",NA
"5948",30
"5949",20.3499999999878
"5950",NA
"5951",NA
"5952",NA
"5953",14
"5954",5.65996986666692
"5955",16
"5956",23
"5957",10
"5958",16
"5959",22.1830117333349
"5960",10
"5961",7
"5962",20
"5963",23
"5964",15
"5965",15
"5966",22
"5967",NA
"5968",16
"5969",NA
"5970",NA
"5971",NA
"5972",18
"5973",15
"5974",27.1111191999978
"5975",18
"5976",13
"5977",13
"5978",17
"5979",17
"5980",NA
"5981",19
"5982",9
"5983",19.8333333333311
"5984",NA
"5985",20
"5986",9
"5987",10
"5988",10
"5989",NA
"5990",20.3888843111129
"5991",10
"5992",17
"5993",27
"5994",19.8333333333311
"5995",9
"5996",9
"5997",17
"5998",15
"5999",6
"6000",6
"6001",17
"6002",7
"6003",14
"6004",6
"6005",6
"6006",NA
"6007",6
"6008",19
"6009",6
"6010",6
"6011",19
"6012",3
"6013",9
"6014",9
"6015",10
"6016",6
"6017",7
"6018",4
"6019",10
"6020",10
"6021",9.47132279999991
"6022",10
"6023",4
"6024",10
"6025",9
"6026",16
"6027",9.06147819134826
"6028",10
"6029",10
"6030",9
"6031",11
"6032",10
"6033",16
"6034",9
"6035",17.2111774666661
"6036",14
"6037",17
"6038",9
"6039",NA
"6040",14
"6041",14
"6042",17.7000000000006
"6043",5.63333333333436
"6044",7
"6045",12.2833333333318
"6046",16.0666666666679
"6047",NA
"6048",15
"6049",7
"6050",10
"6051",10
"6052",21
"6053",30
"6054",40.5248677842997
"6055",20
"6056",44
"6057",20
"6058",20
"6059",18
"6060",9
"6061",15
"6062",13.8333333333364
"6063",8
"6064",37
"6065",NA
"6066",6
"6067",6
"6068",18
"6069",16.0666666666679
"6070",NA
"6071",NA
"6072",15
"6073",15
"6074",15
"6075",NA
"6076",18
"6077",14
"6078",19.7499999999957
"6079",19.7499999999957
"6080",19.7499999999957
"6081",19.7499999999957
"6082",NA
"6083",NA
"6084",NA
"6085",NA
"6086",23
"6087",NA
"6088",20.1666666666669
"6089",20.1666666666669
"6090",20.1666666666669
"6091",22
"6092",22
"6093",22
"6094",22
"6095",22
"6096",22
"6097",22
"6098",22
"6099",22
"6100",22
"6101",22
"6102",22
"6103",18.9166666666672
"6104",18.9166666666672
"6105",18.9166666666672
"6106",10.8333333333358
"6107",10.8333333333358
"6108",10.8333333333358
"6109",16.0666666666679
"6110",17
"6111",17
"6112",17
"6113",3
"6114",15
"6115",15
"6116",15
"6117",20
"6118",20
"6119",20
"6120",NA
"6121",NA
"6122",NA
"6123",NA
"6124",NA
"6125",19
"6126",15
"6127",14
"6128",14
"6129",NA
"6130",4
"6131",15
"6132",7
"6133",7
"6134",6.19000000000761
"6135",NA
"6136",NA
"6137",25
"6138",12
"6139",NA
"6140",7
"6141",13
"6142",22
"6143",15
"6144",NA
"6145",7
"6146",NA
"6147",NA
"6148",7
"6149",4
"6150",17.7222206666673
"6151",10.8333333333358
"6152",NA
"6153",10.5833333333477
"6154",17
"6155",7
"6156",10
"6157",18
"6158",16.8000000000205
"6159",13
"6160",18
"6161",16.0666666666679
"6162",5.63333333333436
"6163",7
"6164",4
"6165",10
"6166",11
"6167",6
"6168",11
"6169",4
"6170",9.7451766666661
"6171",26
"6172",16
"6173",9
"6174",NA
"6175",17
"6176",7
"6177",13
"6178",9
"6179",10
"6180",10
"6181",7
"6182",6
"6183",10
"6184",10
"6185",22
"6186",15
"6187",11.4360000000285
"6188",NA
"6189",NA
"6190",30
"6191",14.3700000000054
"6192",4
"6193",4
"6194",NA
"6195",10.7500000000023
"6196",22
"6197",10.7500000000023
"6198",15
"6199",23
"6200",7
"6201",12.5
"6202",19.8333333333311
"6203",20.1666666666669
"6204",NA
"6205",NA
"6206",10
"6207",9
"6208",15
"6209",18.9166666666672
"6210",9
"6211",NA
"6212",13
"6213",13
"6214",NA
"6215",14.3700000000054
"6216",20.3499999999878
"6217",NA
"6218",20.3499999999878
"6219",NA
"6220",NA
"6221",48
"6222",9
"6223",21
"6224",7
"6225",7
"6226",13
"6227",19
"6228",7
"6229",20.112744841707
"6230",7
"6231",10
"6232",11
"6233",15
"6234",4
"6235",7.83333333333444
"6236",7
"6237",4
"6238",16
"6239",18.9166666666672
"6240",NA
"6241",26
"6242",23
"6243",13
"6244",13
"6245",19.8333333333311
"6246",6
"6247",6
"6248",8
"6249",15
"6250",7
"6251",5
"6252",18
"6253",13
"6254",15
"6255",14.6252533333415
"6256",15
"6257",15
"6258",NA
"6259",16.0666666666679
"6260",12.5
"6261",9
"6262",16
"6263",NA
"6264",7
"6265",10
"6266",45
"6267",19.3999999999973
"6268",14
"6269",14
"6270",9.75000000000394
"6271",10.7499000000015
"6272",20.3499999999878
"6273",NA
"6274",NA
"6275",5
"6276",10.7500000000023
"6277",16
"6278",NA
"6279",10
"6280",19.3999999999973
"6281",18
"6282",20.8333333333349
"6283",21
"6284",21
"6285",21
"6286",15
"6287",15
"6288",NA
"6289",11.8333333333358
"6290",6
"6291",8
"6292",48
"6293",19
"6294",7
"6295",NA
"6296",17
"6297",17
"6298",7
"6299",10
"6300",19.8333333333311
"6301",19.8333333333311
"6302",7
"6303",17
"6304",17
"6305",10
"6306",NA
"6307",18.9166666666672
"6308",NA
"6309",NA
"6310",7
"6311",7
"6312",15
"6313",15
"6314",7
"6315",NA
"6316",16
"6317",16
"6318",16
"6319",15
"6320",15
"6321",15
"6322",18.9166666666672
"6323",18.9166666666672
"6324",18.9166666666672
"6325",18.9166666666672
"6326",18.9166666666672
"6327",18.9166666666672
"6328",11.8333333333358
"6329",11.8333333333358
"6330",11.8333333333358
"6331",18
"6332",18
"6333",18
"6334",20.8333333333349
"6335",20.8333333333349
"6336",20.8333333333349
"6337",17
"6338",17
"6339",17
"6340",48
"6341",48
"6342",48
"6343",NA
"6344",NA
"6345",27.1111191999978
"6346",18
"6347",13
"6348",13
"6349",NA
"6350",15
"6351",23
"6352",15
"6353",17
"6354",NA
"6355",NA
"6356",18
"6357",6
"6358",6
"6359",15
"6360",15
"6361",NA
"6362",21
"6363",7
"6364",9
"6365",45
"6366",NA
"6367",16.0666666666679
"6368",26
"6369",5
"6370",9
"6371",NA
"6372",NA
"6373",4
"6374",NA
"6375",NA
"6376",19
"6377",23
"6378",14
"6379",14
"6380",14
"6381",14.0053333333335
"6382",7
"6383",26
"6384",NA
"6385",21
"6386",10.7500000000023
"6387",18.828826666667
"6388",18.4166666666681
"6389",10
"6390",19
"6391",10.7500000000023
"6392",16
"6393",NA
"6394",16.0666666666679
"6395",26
"6396",17
"6397",17
"6398",NA
"6399",17
"6400",17
"6401",15
"6402",10
"6403",12
"6404",10.7500000000023
"6405",NA
"6406",6
"6407",20.3899999999998
"6408",17
"6409",17
"6410",6
"6411",18.5302666666919
"6412",15
"6413",10
"6414",10.7500000000023
"6415",21
"6416",14
"6417",NA
"6418",19
"6419",8
"6420",9
"6421",13
"6422",13
"6423",27.1111191999978
"6424",18
"6425",23
"6426",8
"6427",13.9646720000009
"6428",13.8533333333357
"6429",NA
"6430",NA
"6431",4
"6432",NA
"6433",11
"6434",19.8333333333311
"6435",14
"6436",NA
"6437",NA
"6438",14
"6439",NA
"6440",43
"6441",NA
"6442",NA
"6443",5
"6444",NA
"6445",9
"6446",10
"6447",NA
"6448",10
"6449",5
"6450",15
"6451",16
"6452",28
"6453",14
"6454",21
"6455",13
"6456",13
"6457",21
"6458",NA
"6459",NA
"6460",26
"6461",8.33333333333643
"6462",NA
"6463",28.08333333337
"6464",43
"6465",20.8333333333349
"6466",45
"6467",19.8333333333311
"6468",21
"6469",21
"6470",21
"6471",NA
"6472",21
"6473",20
"6474",NA
"6475",21
"6476",4
"6477",19
"6478",20.8333333333349
"6479",10.7500000000023
"6480",NA
"6481",21
"6482",16
"6483",NA
"6484",NA
"6485",NA
"6486",14
"6487",21
"6488",22
"6489",6
"6490",6
"6491",22
"6492",16
"6493",6
"6494",15.3799999999989
"6495",4
"6496",4
"6497",19.8333333333311
"6498",15
"6499",21
"6500",13
"6501",4.77000000000051
"6502",NA
"6503",21
"6504",NA
"6505",22
"6506",10.3839999999722
"6507",15
"6508",NA
"6509",19
"6510",19.7499999999957
"6511",19.7499999999957
"6512",19.7499999999957
"6513",21
"6514",21
"6515",21
"6516",21
"6517",21
"6518",21
"6519",21
"6520",21
"6521",21
"6522",21
"6523",21
"6524",21
"6525",21
"6526",21
"6527",21
"6528",21
"6529",21
"6530",21
"6531",21
"6532",21
"6533",21
"6534",21
"6535",21
"6536",21
"6537",21
"6538",21
"6539",21
"6540",21
"6541",21
"6542",21
"6543",15
"6544",15
"6545",15
"6546",21
"6547",21
"6548",21
"6549",18.9166666666672
"6550",18.9166666666672
"6551",18.9166666666672
"6552",18
"6553",18
"6554",18
"6555",20.8333333333349
"6556",20.8333333333349
"6557",20.8333333333349
"6558",20.8333333333349
"6559",20.8333333333349
"6560",20.8333333333349
"6561",10
"6562",30
"6563",21
"6564",21
"6565",6
"6566",15.2
"6567",16.4693333333356
"6568",20
"6569",10.9666666666642
"6570",12.1986666666686
"6571",NA
"6572",17
"6573",13
"6574",13
"6575",NA
"6576",NA
"6577",10
"6578",10
"6579",NA
"6580",NA
"6581",5
"6582",21
"6583",19.8333333333311
"6584",16.6511573333327
"6585",16.4999999999983
"6586",16
"6587",13
"6588",18
"6589",21
"6590",NA
"6591",NA
"6592",14
"6593",NA
"6594",15
"6595",15
"6596",10.5833333333477
"6597",12.7483680000052
"6598",10.7500000000023
"6599",9
"6600",20
"6601",18.9166666666672
"6602",NA
"6603",18
"6604",13
"6605",9
"6606",19.8333333333311
"6607",NA
"6608",9
"6609",9
"6610",19
"6611",NA
"6612",15
"6613",NA
"6614",NA
"6615",21
"6616",14
"6617",14
"6618",2.15656533333376
"6619",16.9100000000015
"6620",18.0666666666676
"6621",2
"6622",NA
"6623",10.7500000000023
"6624",16
"6625",4
"6626",4
"6627",16.0833411333333
"6628",NA
"6629",NA
"6630",18
"6631",18
"6632",6
"6633",19.7499999999957
"6634",NA
"6635",3
"6636",8.49999999997783
"6637",18
"6638",16
"6639",9
"6640",NA
"6641",8
"6642",NA
"6643",15
"6644",9
"6645",15
"6646",17
"6647",21
"6648",13.1666666666662
"6649",NA
"6650",NA
"6651",NA
"6652",4
"6653",NA
"6654",NA
"6655",19.7499999999957
"6656",5
"6657",5
"6658",10
"6659",24
"6660",26
"6661",17
"6662",17
"6663",NA
"6664",10
"6665",10
"6666",19
"6667",NA
"6668",NA
"6669",13.2333333333331
"6670",19.7499999999957
"6671",NA
"6672",9
"6673",17.6666666666689
"6674",4
"6675",4
"6676",NA
"6677",NA
"6678",13
"6679",13
"6680",19
"6681",19.1359999999705
"6682",18.5800000000024
"6683",19
"6684",5
"6685",10.7500000000023
"6686",NA
"6687",6.19000000000761
"6688",20
"6689",12
"6690",10
"6691",17
"6692",17
"6693",6.58333333333453
"6694",6.09023999999997
"6695",6.89999999998465
"6696",8
"6697",4
"6698",20
"6699",NA
"6700",7
"6701",9
"6702",23
"6703",9
"6704",18
"6705",13
"6706",13
"6707",7.6499999999995
"6708",13
"6709",13
"6710",NA
"6711",NA
"6712",19.7499999999957
"6713",19.7499999999957
"6714",19.7499999999957
"6715",19.7499999999957
"6716",19.7499999999957
"6717",19.7499999999957
"6718",19.7499999999957
"6719",19.7499999999957
"6720",19.7499999999957
"6721",7
"6722",7
"6723",7
"6724",17
"6725",17
"6726",17
"6727",15
"6728",15
"6729",15
"6730",9
"6731",19
"6732",19.7499999999957
"6733",4
"6734",NA
"6735",15
"6736",NA
"6737",11
"6738",11
"6739",15
"6740",15
"6741",4
"6742",NA
"6743",NA
"6744",4
"6745",10
"6746",10
"6747",14
"6748",14
"6749",NA
"6750",4
"6751",17.1000000000006
"6752",7
"6753",4
"6754",14
"6755",9
"6756",27
"6757",15
"6758",11.6026666666701
"6759",6.36666666667153
"6760",NA
"6761",NA
"6762",15
"6763",23
"6764",10.7500000000023
"6765",5
"6766",19.8333333333311
"6767",NA
"6768",NA
"6769",15
"6770",18
"6771",4
"6772",13.1666666666662
"6773",14.3700000000054
"6774",6.19000000000761
"6775",14
"6776",NA
"6777",10
"6778",NA
"6779",NA
"6780",6.89999999998465
"6781",40
"6782",NA
"6783",21
"6784",21
"6785",20.3679999999989
"6786",18.4999999999816
"6787",21
"6788",NA
"6789",14
"6790",35.8333333333278
"6791",17.0459999999999
"6792",10
"6793",20
"6794",16
"6795",9
"6796",NA
"6797",NA
"6798",NA
"6799",NA
"6800",NA
"6801",NA
"6802",NA
"6803",NA
"6804",10
"6805",NA
"6806",10
"6807",NA
"6808",NA
"6809",8.33333333333643
"6810",NA
"6811",NA
"6812",NA
"6813",3
"6814",NA
"6815",NA
"6816",NA
"6817",NA
"6818",NA
"6819",NA
"6820",NA
"6821",NA
"6822",NA
"6823",NA
"6824",NA
"6825",6
"6826",6
"6827",NA
"6828",16
"6829",18
"6830",10.8333333333358
"6831",9
"6832",NA
"6833",6
"6834",12
"6835",20
"6836",10.8333333333358
"6837",8
"6838",NA
"6839",16.8800000000008
"6840",13
"6841",13
"6842",4
"6843",13
"6844",13
"6845",5
"6846",NA
"6847",NA
"6848",10
"6849",17
"6850",13
"6851",13
"6852",45
"6853",45
"6854",11
"6855",NA
"6856",NA
"6857",7
"6858",7
"6859",NA
"6860",3
"6861",15
"6862",NA
"6863",15
"6864",13.8333333333364
"6865",15
"6866",13
"6867",13
"6868",14
"6869",10
"6870",8
"6871",19
"6872",19.7499999999957
"6873",19.7499999999957
"6874",19.7499999999957
"6875",19.7499999999957
"6876",19.7499999999957
"6877",19.7499999999957
"6878",10.8333333333358
"6879",10.8333333333358
"6880",10.8333333333358
"6881",19
"6882",19
"6883",19
"6884",19
"6885",19
"6886",19
"6887",17
"6888",17
"6889",17
"6890",NA
"6891",15
"6892",15
"6893",8
"6894",NA
"6895",19
"6896",9
"6897",NA
"6898",14
"6899",14.3700000000054
"6900",19.7499999999957
"6901",10
"6902",4
"6903",3
"6904",15
"6905",15
"6906",14
"6907",NA
"6908",NA
"6909",4
"6910",5.28736000000339
"6911",NA
"6912",13
"6913",5
"6914",24
"6915",NA
"6916",10
"6917",18
"6918",NA
"6919",23.260000000006
"6920",NA
"6921",19
"6922",19
"6923",19
"6924",10
"6925",18.1872262656002
"6926",10
"6927",13
"6928",3
"6929",9
"6930",9
"6931",NA
"6932",NA
"6933",NA
"6934",15
"6935",15
"6936",NA
"6937",17
"6938",9
"6939",NA
"6940",NA
"6941",17
"6942",7
"6943",10
"6944",10.7499999999996
"6945",10
"6946",19.7499999999957
"6947",9
"6948",15
"6949",15
"6950",15
"6951",12
"6952",15
"6953",NA
"6954",10
"6955",3
"6956",10
"6957",NA
"6958",21
"6959",10
"6960",14
"6961",14
"6962",19.7499999999957
"6963",17
"6964",15.1666666666669
"6965",9
"6966",19
"6967",10.7500000000023
"6968",10.7500000000023
"6969",13
"6970",17.1185189333331
"6971",NA
"6972",12.9999999999993
"6973",20.8333333333349
"6974",19.7499999999957
"6975",10
"6976",22
"6977",22
"6978",NA
"6979",18
"6980",10
"6981",20
"6982",6.19000000000761
"6983",20
"6984",20
"6985",7
"6986",NA
"6987",9
"6988",3
"6989",10
"6990",21
"6991",25
"6992",19
"6993",NA
"6994",NA
"6995",15
"6996",9
"6997",10
"6998",10
"6999",41.9541440000279
"7000",28.08333333337
"7001",NA
"7002",12.9999999999993
"7003",13
"7004",15.2
"7005",17.6640000000021
"7006",18
"7007",NA
"7008",19.7499999999957
"7009",19.7499999999957
"7010",19.7499999999957
"7011",19.7499999999957
"7012",19.7499999999957
"7013",19.7499999999957
"7014",19.7499999999957
"7015",19.7499999999957
"7016",19.7499999999957
"7017",19.7499999999957
"7018",19.7499999999957
"7019",19.7499999999957
"7020",7
"7021",7
"7022",7
"7023",19
"7024",19
"7025",19
"7026",19
"7027",19
"7028",19
"7029",19
"7030",19
"7031",19
"7032",19
"7033",19
"7034",19
"7035",18
"7036",18
"7037",18
"7038",20.8333333333349
"7039",20.8333333333349
"7040",20.8333333333349
"7041",20.8333333333349
"7042",20.8333333333349
"7043",20.8333333333349
"7044",17.1185189333331
"7045",NA
"7046",20
"7047",18
"7048",NA
"7049",NA
"7050",NA
"7051",NA
"7052",17
"7053",3
"7054",19
"7055",9.16666666666888
"7056",19
"7057",7
"7058",NA
"7059",19.7499999999957
"7060",NA
"7061",44
"7062",19.7499999999957
"7063",44
"7064",2
"7065",2
"7066",NA
"7067",NA
"7068",19
"7069",3
"7070",17
"7071",17
"7072",12.1919999999963
"7073",12
"7074",19.7499999999957
"7075",9
"7076",NA
"7077",NA
"7078",17.9000000000003
"7079",NA
"7080",NA
"7081",19
"7082",19
"7083",7
"7084",23
"7085",27
"7086",NA
"7087",19
"7088",9
"7089",NA
"7090",13
"7091",9
"7092",21
"7093",21
"7094",9
"7095",NA
"7096",NA
"7097",18.0666666666676
"7098",NA
"7099",NA
"7100",13
"7101",7
"7102",13
"7103",13
"7104",NA
"7105",NA
"7106",NA
"7107",9
"7108",14
"7109",14
"7110",20.8333333333349
"7111",18
"7112",10
"7113",8
"7114",38
"7115",10
"7116",9
"7117",11.8493263999982
"7118",19
"7119",9
"7120",10
"7121",24
"7122",9
"7123",12.5522419999995
"7124",22
"7125",9
"7126",6
"7127",9
"7128",7.64142679079233
"7129",23
"7130",21
"7131",9.76250674617164
"7132",9
"7133",7
"7134",21
"7135",22
"7136",21
"7137",18
"7138",21
"7139",9
"7140",21
"7141",6.77674319999758
"7142",19
"7143",10
"7144",21
"7145",10
"7146",9
"7147",10
"7148",7
"7149",22
"7150",19
"7151",21
"7152",10
"7153",10
"7154",11
"7155",38
"7156",21
"7157",9
"7158",40
"7159",8
"7160",21
"7161",21
"7162",21
"7163",10
"7164",9
"7165",38
"7166",10
"7167",8
"7168",21
"7169",9
"7170",9
"7171",20.9013205333322
"7172",10
"7173",8
"7174",24
"7175",38
"7176",9
"7177",13.8782640000062
"7178",40
"7179",9
"7180",17
"7181",24
"7182",24
"7183",21
"7184",20.79907024594
"7185",12.2606322666655
"7186",10
"7187",24
"7188",16
"7189",9
"7190",9
"7191",6
"7192",10
"7193",10
"7194",7.02769120000153
"7195",17
"7196",10
"7197",24
"7198",6
"7199",24
"7200",16
"7201",15.9719777223777
"7202",NA
"7203",19
"7204",10
"7205",22
"7206",14
"7207",6
"7208",10
"7209",NA
"7210",6.19000000000761
"7211",13
"7212",13
"7213",10
"7214",10
"7215",7
"7216",21
"7217",21
"7218",10.7500000000023
"7219",NA
"7220",13
"7221",10
"7222",13.5832966666504
"7223",10
"7224",NA
"7225",10
"7226",10
"7227",13
"7228",14
"7229",3
"7230",9
"7231",27
"7232",9.91666666665152
"7233",10.0091733333331
"7234",10.1833333333334
"7235",7
"7236",13
"7237",NA
"7238",16
"7239",16
"7240",13
"7241",19.7499999999957
"7242",19.7499999999957
"7243",19.7499999999957
"7244",7
"7245",7
"7246",7
"7247",19
"7248",19
"7249",19
"7250",19
"7251",19
"7252",19
"7253",19
"7254",19
"7255",19
"7256",19
"7257",19
"7258",19
"7259",17
"7260",17
"7261",17
"7262",17
"7263",17
"7264",17
"7265",17
"7266",17
"7267",17
"7268",15
"7269",15
"7270",15
"7271",NA
"7272",8
"7273",19
"7274",18
"7275",18
"7276",9
"7277",5
"7278",19
"7279",19
"7280",NA
"7281",19
"7282",22
"7283",NA
"7284",NA
"7285",10.7500000000023
"7286",12.9999999999993
"7287",8
"7288",23
"7289",NA
"7290",14
"7291",5
"7292",NA
"7293",15
"7294",15
"7295",17
"7296",17
"7297",12.2500000000206
"7298",43
"7299",NA
"7300",3
"7301",17
"7302",17
"7303",NA
"7304",19.7499999999957
"7305",NA
"7306",NA
"7307",18
"7308",18.7205760000025
"7309",4
"7310",10.3
"7311",NA
"7312",NA
"7313",9
"7314",4
"7315",10
"7316",19
"7317",6.19000000000761
"7318",18
"7319",15
"7320",26
"7321",10.7500000000023
"7322",NA
"7323",7
"7324",7
"7325",16
"7326",35.6333333333313
"7327",17
"7328",NA
"7329",21
"7330",21
"7331",17.6666666666662
"7332",14
"7333",14.3700000000054
"7334",12.2166666666685
"7335",15
"7336",NA
"7337",15
"7338",15
"7339",15.087551999999
"7340",15
"7341",20.8277333333318
"7342",22
"7343",NA
"7344",NA
"7345",NA
"7346",19
"7347",19
"7348",30
"7349",6.19000000000761
"7350",17.9826133333335
"7351",17.9666666666669
"7352",NA
"7353",18
"7354",NA
"7355",23
"7356",NA
"7357",3
"7358",4
"7359",13
"7360",NA
"7361",22
"7362",NA
"7363",NA
"7364",18.8000000000068
"7365",18.5279999999939
"7366",7
"7367",6.19000000000761
"7368",17.6666666666662
"7369",17.6666666666662
"7370",17.6666666666662
"7371",19.7499999999957
"7372",19.7499999999957
"7373",19.7499999999957
"7374",21.4166666666659
"7375",21.4166666666659
"7376",21.4166666666659
"7377",NA
"7378",13
"7379",13
"7380",10.7500000000023
"7381",10
"7382",21.4166666666659
"7383",4
"7384",4
"7385",8
"7386",20
"7387",15.1666666666669
"7388",4
"7389",4.24393600000095
"7390",9
"7391",18
"7392",5
"7393",5
"7394",NA
"7395",3
"7396",3
"7397",2
"7398",NA
"7399",8
"7400",10
"7401",8
"7402",12.0184620043064
"7403",NA
"7404",26
"7405",19.7499999999957
"7406",7
"7407",NA
"7408",17
"7409",NA
"7410",NA
"7411",NA
"7412",9
"7413",NA
"7414",NA
"7415",21
"7416",7
"7417",18.75
"7418",24
"7419",9
"7420",9
"7421",7
"7422",4
"7423",4
"7424",19.3999999999973
"7425",9
"7426",7
"7427",9
"7428",26
"7429",6.19000000000761
"7430",18
"7431",NA
"7432",7
"7433",NA
"7434",26
"7435",NA
"7436",7
"7437",15
"7438",15
"7439",15
"7440",15
"7441",15
"7442",17
"7443",NA
"7444",18
"7445",20
"7446",15
"7447",21
"7448",14
"7449",14
"7450",NA
"7451",15
"7452",19.3333333333324
"7453",8
"7454",NA
"7455",19
"7456",19
"7457",14
"7458",NA
"7459",NA
"7460",19.7499999999957
"7461",19.7499999999957
