"","CLAYsite"
"8252",10
"8253",9
"8254",46
"8255",21
"8256",6
"8257",NA
"8258",NA
"8259",9
"8260",NA
"8261",16
"8262",NA
"8263",16
"8264",16
"8265",9
"8266",9
"8267",3.16666666666689
"8268",9
"8269",9
"8270",14.8333333333342
"8271",15
"8272",15
"8273",16
"8274",17
"8275",5
"8276",5
"8277",5
"8278",17
"8279",17
"8280",17
"8281",5
"8282",16
"8283",24.9999999999987
"8284",21
"8285",9
"8286",9
"8287",13.150000000006
"8288",13.150000000006
"8289",13.150000000006
"8290",13.150000000006
"8291",19
"8292",5
"8293",5
"8294",5
"8295",5
"8296",6.16666666666556
"8297",7
"8298",26
"8299",26
"8300",26
"8301",19
"8302",19
"8303",5
"8304",5
"8305",5
"8306",5
"8307",5
"8308",5
"8309",5
"8310",5
"8311",5
"8312",5
"8313",5
"8314",5
"8315",10.0015999999994
"8316",10.0015999999994
"8317",10.0015999999994
"8318",10.0015999999994
"8319",10.0015999999994
"8320",10.0015999999994
"8321",10.000160000003
"8322",20
"8323",20
"8324",15
"8325",12.4166666666768
"8326",19
"8327",19
"8328",5.5
"8329",5.5
"8330",5.5
"8331",5.5
"8332",5.5
"8333",14
"8334",14
"8335",14
"8336",14
"8337",14
"8338",14
"8339",14
"8340",14
"8341",14
"8342",14
"8343",14
"8344",14
"8345",14
"8346",14
"8347",14
"8348",14
"8349",14
"8350",14
"8351",14
"8352",14
"8353",14
"8354",14
"8355",14
"8356",14
"8357",14
"8358",14
"8359",47
"8360",47
"8361",24
"8362",24
"8363",24
"8364",24
"8365",24
"8366",12
"8367",12
"8368",21
"8369",50
"8370",50
"8371",5
"8372",5
"8373",5
"8374",5
"8375",5
"8376",11.1999999999966
"8377",15
"8378",15
"8379",15
"8380",15
"8381",15
"8382",15
"8383",15
"8384",15
"8385",15
"8386",15
"8387",15
"8388",15
"8389",15
"8390",15
"8391",15
"8392",15
"8393",15
"8394",15
"8395",15
"8396",15
"8397",15
"8398",15
"8399",15
"8400",15
"8401",15
"8402",15
"8403",15
"8404",15
"8405",15
"8406",15
"8407",NA
"8408",14
"8409",14
"8410",11
"8411",11
"8412",11
"8413",11
"8414",11
"8415",11
"8416",11
"8417",11
"8418",11
"8419",11
"8420",21
"8421",21
"8422",21
"8423",21
"8424",12
"8425",12
"8426",12
"8427",27.3333333333285
"8428",6
"8429",6
"8430",6
"8431",6
"8432",6
"8433",6
"8434",6
"8435",12
"8436",12
"8437",12
"8438",12
"8439",12
"8440",12
"8441",12
"8442",12
"8443",12
"8444",12
"8445",12
"8446",12
"8447",12
"8448",12
"8449",4
"8450",13
"8451",6
"8452",21
"8453",15
"8454",50
"8455",7
"8456",6.75
"8457",6.75
"8458",19.8333333333331
"8459",11
"8460",41
"8461",9
"8462",13
"8463",16
"8464",9.55505600000215
"8465",10
"8466",7
"8467",16
"8468",21
"8469",6
"8470",6
"8471",6
"8472",6
"8473",13
"8474",17
"8475",17
"8476",12.6499999999979
"8477",12.6499999999979
"8478",8.76885333332817
"8479",10
"8480",13.2143199999977
"8481",5
"8482",NA
"8483",18.8483199999933
"8484",17
"8485",16
"8486",16
"8487",5
"8488",15
"8489",15
"8490",15
"8491",15
"8492",15
"8493",15
"8494",7
"8495",5
"8496",5
"8497",13
"8498",13
"8499",13
"8500",13
"8501",13
"8502",9
"8503",50
"8504",7
"8505",7
"8506",36
"8507",21
"8508",7
"8509",6
"8510",21
"8511",21
"8512",9
"8513",16
"8514",9
"8515",15.5000000000034
"8516",16
"8517",50
"8518",4.10720000000128
"8519",7
"8520",7
"8521",15
"8522",13
"8523",20.1840000000008
"8524",13
"8525",18
"8526",16
"8527",16
"8528",16
"8529",16
"8530",16
"8531",9
"8532",9
"8533",7
"8534",50
"8535",50
"8536",16
"8537",19
"8538",7
"8539",28
"8540",7
"8541",5.34559999999951
"8542",6
"8543",17
"8544",14
"8545",15
"8546",9
"8547",41
"8548",50
"8549",50
"8550",13
"8551",18
"8552",20.8239999999971
"8553",5
"8554",20
"8555",16
"8556",16
"8557",5
"8558",5
"8559",5
"8560",12
"8561",12
"8562",12
"8563",19
"8564",19
"8565",19
"8566",19
"8567",19
"8568",19
"8569",16
"8570",22
"8571",48
"8572",48
"8573",48
"8574",48
"8575",41
"8576",41
"8577",41
"8578",41
"8579",41
"8580",41
"8581",41
"8582",41
"8583",7
"8584",14
"8585",17
"8586",17
"8587",17
"8588",17
"8589",17
"8590",7
"8591",7
"8592",7
"8593",7
"8594",7
"8595",7
"8596",15
"8597",50
"8598",50
"8599",50
"8600",18
"8601",16
"8602",10.6666666666669
"8603",12
"8604",5
"8605",5
"8606",5
"8607",5
"8608",5
"8609",5
"8610",5
"8611",5
"8612",5
"8613",5
"8614",5
"8615",5
"8616",5
"8617",5
"8618",5
"8619",5
"8620",5
"8621",5
"8622",5
"8623",5
"8624",5
"8625",50
"8626",50
"8627",20
"8628",7
"8629",15
"8630",19
"8631",13
"8632",2.70666666666689
"8633",13
"8634",7
"8635",7
"8636",7
"8637",7
"8638",7
"8639",7
"8640",7
"8641",5
"8642",16
"8643",18
"8644",16
"8645",16
"8646",16
"8647",7
"8648",7
"8649",7
"8650",NA
"8651",38
"8652",12
"8653",9.57599999999236
"8654",9
"8655",16
"8656",13.3899999999994
"8657",16
"8658",13
"8659",12
"8660",16
"8661",27
"8662",16
"8663",25
"8664",6
"8665",7
"8666",50
"8667",11.3345919999981
"8668",15
"8669",11.1234773333355
"8670",15
"8671",9
"8672",9
"8673",20
"8674",19
"8675",20
"8676",12.4199999999988
"8677",5
"8678",21.6833333333334
"8679",21.6833333333334
"8680",15
"8681",15
"8682",9
"8683",15
"8684",8
"8685",8
"8686",19
"8687",19
"8688",5.83199999999768
"8689",15
"8690",7
"8691",7
"8692",15
"8693",5.24313599999851
"8694",16
"8695",13
"8696",14
"8697",16
"8698",2
"8699",5.99999999999659
"8700",5.99999999999659
"8701",5.99999999999659
"8702",15
"8703",14
"8704",14
"8705",14
"8706",5
"8707",5
"8708",41
"8709",41
"8710",41
"8711",41
"8712",41
"8713",41
"8714",41
"8715",41
"8716",41
"8717",41
"8718",41
"8719",41
"8720",41
"8721",41
"8722",41
"8723",41
"8724",41
"8725",41
"8726",41
"8727",13.1666666666656
"8728",22
"8729",22
"8730",22
"8731",22
"8732",22
"8733",22
"8734",22
"8735",22
"8736",22
"8737",22
"8738",22
"8739",22
"8740",22
"8741",22
"8742",22
"8743",22
"8744",22
"8745",22
"8746",22
"8747",22
"8748",22
"8749",22
"8750",22
"8751",22
"8752",22
"8753",22
"8754",22
"8755",22
"8756",22
"8757",22
"8758",22
"8759",22
"8760",22
"8761",22
"8762",22
"8763",22
"8764",22
"8765",22
"8766",22
"8767",22
"8768",22
"8769",22
"8770",22
"8771",22
"8772",22
"8773",22
"8774",22
"8775",22
"8776",22
"8777",22
"8778",22
"8779",22
"8780",22
"8781",22
"8782",5
"8783",13
"8784",13.9999999999864
"8785",13.9999999999864
"8786",13.9999999999864
"8787",13.9999999999864
"8788",10
"8789",10
"8790",10
"8791",10
"8792",18
"8793",18
"8794",18
"8795",18
"8796",18
"8797",18
"8798",18
"8799",18
"8800",18
"8801",18
"8802",18
"8803",18
"8804",18
"8805",18
"8806",18
"8807",18
"8808",18
"8809",18
"8810",18
"8811",18
"8812",18
"8813",18
"8814",18
"8815",18
"8816",18
"8817",18
"8818",18
"8819",18
"8820",18
"8821",18
"8822",18
"8823",18
"8824",18
"8825",18
"8826",18
"8827",18
"8828",18
"8829",18
"8830",18
"8831",18
"8832",18
"8833",18
"8834",18
"8835",18
"8836",18
"8837",18
"8838",18
"8839",18
"8840",18
"8841",18
"8842",18
"8843",18
"8844",18
"8845",25.2499999999821
"8846",17
"8847",15
"8848",9
"8849",9
"8850",9
"8851",3
"8852",15
"8853",12.3333333333347
"8854",15
"8855",15
"8856",15
"8857",5
"8858",5
"8859",14
"8860",5
"8861",5
"8862",4
"8863",11
"8864",19
"8865",19
"8866",19
"8867",19
"8868",19
"8869",19
"8870",19
"8871",19
"8872",19
"8873",19
"8874",19
"8875",19
"8876",10.5000000000013
"8877",10.5000000000013
"8878",10.5000000000013
"8879",10.5000000000013
"8880",10.5000000000013
"8881",10.5000000000013
"8882",10.5000000000013
"8883",10.5000000000013
"8884",7
"8885",19
"8886",11
"8887",9
"8888",19
"8889",16
"8890",15
"8891",15
"8892",13
"8893",16
"8894",13
"8895",15
"8896",34
"8897",9
"8898",11
"8899",11
"8900",21
"8901",21
"8902",19
"8903",9
"8904",7
"8905",13.5100000000002
"8906",16
"8907",14.9383679999975
"8908",13
"8909",15
"8910",14
"8911",19
"8912",16
"8913",14
"8914",15
"8915",14
"8916",15
"8917",15
"8918",9
"8919",16
"8920",5
"8921",15.9416000000006
"8922",14
"8923",14
"8924",7
"8925",50
"8926",14.5799999999989
"8927",14.5799999999989
"8928",14.5799999999989
"8929",14.5799999999989
"8930",14.5799999999989
"8931",14.5799999999989
"8932",14.5799999999989
"8933",14.5799999999989
"8934",14.5799999999989
"8935",14.5799999999989
"8936",14.5799999999989
"8937",14.5799999999989
"8938",14.5799999999989
"8939",14.5799999999989
"8940",14.5799999999989
"8941",14.5799999999989
"8942",14.5799999999989
"8943",14.5799999999989
"8944",14.5799999999989
"8945",14.5799999999989
"8946",14.5799999999989
"8947",14.5799999999989
"8948",14.5799999999989
"8949",14.5799999999989
"8950",14.5799999999989
"8951",14.5799999999989
"8952",14.5799999999989
"8953",14.5799999999989
"8954",14.5799999999989
"8955",14.5799999999989
"8956",14.5799999999989
"8957",14.5799999999989
"8958",14.5799999999989
"8959",14.5799999999989
"8960",14.5799999999989
"8961",14.5799999999989
"8962",14.5799999999989
"8963",14.5799999999989
"8964",14.5799999999989
"8965",15
"8966",12
"8967",11
"8968",11
"8969",11
"8970",11
"8971",18
"8972",7
"8973",32.1614505718638
"8974",32.1614505718638
"8975",4
"8976",7
"8977",41
"8978",41
"8979",41
"8980",7
"8981",11.7799999999997
"8982",9
"8983",9.57734399998795
"8984",9
"8985",19
"8986",16
"8987",20
"8988",9
"8989",7
"8990",7
"8991",13
"8992",9
"8993",9
"8994",9
"8995",9
"8996",12.2499999999724
"8997",16
"8998",9
"8999",13.1333333333371
"9000",15
"9001",7
"9002",7
"9003",7
"9004",20
"9005",13.6666666666662
"9006",7
"9007",7
"9008",6
"9009",7
"9010",7
"9011",7
"9012",7
"9013",7
"9014",7
"9015",7
"9016",7
"9017",7
"9018",7
"9019",7
"9020",7
"9021",7
"9022",7
"9023",7
"9024",7
"9025",7
"9026",7
"9027",7
"9028",7
"9029",7
"9030",7
"9031",7
"9032",7
"9033",6.66666666666755
"9034",16
"9035",16
"9036",16
"9037",16
"9038",15
"9039",39.7999999999984
"9040",15
"9041",5
"9042",5
"9043",21
"9044",21
"9045",21
"9046",21
"9047",15
"9048",15
"9049",8
"9050",5
"9051",5
"9052",9
"9053",7
"9054",15.047999999988
"9055",9
"9056",7
"9057",10
"9058",13
"9059",7
"9060",21
"9061",38
"9062",11
"9063",19.914751999999
"9064",15
"9065",15
"9066",19
"9067",17
"9068",9
"9069",16
"9070",18
"9071",14
"9072",16
"9073",13
"9074",16.7999999999987
"9075",5
"9076",15
"9077",9
"9078",16
"9079",21
"9080",21
"9081",13
"9082",5
"9083",13
"9084",5
"9085",11
"9086",11
"9087",5.70651733333329
"9088",23
"9089",23
"9090",23
"9091",23
"9092",23
"9093",23
"9094",23
"9095",23
"9096",23
"9097",23
"9098",23
"9099",23
"9100",23
"9101",23
"9102",23
"9103",23
"9104",23
"9105",23
"9106",17
"9107",17
"9108",17
"9109",17
"9110",17
"9111",17
"9112",17
"9113",17
"9114",17
"9115",17
"9116",17
"9117",17
"9118",17
"9119",17
"9120",17
"9121",17
"9122",17
"9123",17
"9124",17
"9125",17
"9126",17
"9127",17
"9128",17
"9129",17
"9130",17
"9131",17
"9132",17
"9133",17
"9134",17
"9135",17
"9136",17
"9137",17
"9138",17
"9139",17
"9140",17
"9141",17
"9142",13
"9143",11
"9144",11
"9145",5
"9146",5
"9147",5
"9148",13
"9149",13
"9150",13
"9151",13
"9152",19
"9153",19
"9154",19
"9155",19
"9156",19
"9157",19
"9158",19
"9159",19
"9160",21
"9161",11.847573333331
"9162",9
"9163",7
"9164",13
"9165",12.9359999999842
"9166",19
"9167",13
"9168",50
"9169",7
"9170",7
"9171",22
"9172",7
"9173",14
"9174",8
"9175",20
"9176",16
"9177",7
"9178",50
"9179",50
"9180",10
"9181",17
"9182",9
"9183",18
"9184",13
"9185",17
"9186",19
"9187",5
"9188",7
"9189",7
"9190",7
"9191",8
"9192",8
"9193",8
"9194",8
"9195",8
"9196",8
"9197",8
"9198",8
"9199",16
"9200",16
"9201",16
"9202",11.5000000000003
"9203",14.3333333333331
"9204",14.3333333333331
"9205",16
"9206",20
"9207",7
"9208",7
"9209",7
"9210",7
"9211",7
"9212",50
"9213",13
"9214",13
"9215",11
"9216",11
"9217",11
"9218",11
"9219",11
"9220",11
"9221",11
"9222",19
"9223",13
"9224",19.8968106666638
"9225",9
"9226",18.0994191999971
"9227",9
"9228",50
"9229",50
"9230",21
"9231",50
"9232",50
"9233",15
"9234",15
"9235",15
"9236",15
"9237",15
"9238",15
"9239",15
"9240",15
"9241",15
"9242",15
"9243",15
"9244",15
"9245",15
"9246",15
"9247",15
"9248",15
"9249",15
"9250",15
"9251",15
"9252",9
"9253",5
"9254",16
"9255",14
"9256",15
"9257",25.2000000000099
"9258",17
"9259",12
"9260",19
"9261",16.1253333333335
"9262",12.6879999999989
"9263",15
"9264",9
"9265",18
"9266",50
"9267",21
"9268",13.3055535333167
"9269",8
"9270",5
"9271",15.2439999999862
"9272",41
"9273",19
"9274",7.7301279999892
"9275",9.69999999998806
"9276",19
"9277",13
"9278",13
"9279",9
"9280",9
"9281",15
"9282",9.9
"9283",9
"9284",15.2000000000027
"9285",21
"9286",15
"9287",21
"9288",15
"9289",15
"9290",5
"9291",23
"9292",23
"9293",15
"9294",16
"9295",7
"9296",12
"9297",17
"9298",17
"9299",14
"9300",9
"9301",15
"9302",34.9372159999996
"9303",12.5
"9304",12.5
"9305",12.5
"9306",12.5
"9307",12.5
"9308",12.5
"9309",12.5
"9310",12.5
"9311",12.5
"9312",12.5
"9313",12.5
"9314",12.5
"9315",12.5
"9316",41
"9317",41
"9318",41
"9319",41
"9320",41
"9321",41
"9322",41
"9323",41
"9324",41
"9325",41
"9326",41
"9327",41
"9328",41
"9329",41
"9330",10
"9331",10
"9332",10
"9333",10
"9334",10
"9335",10
"9336",10
"9337",10
"9338",50
"9339",7
"9340",9
"9341",22
"9342",19
"9343",50
"9344",9
"9345",15
"9346",9
"9347",22
"9348",21
"9349",5
"9350",15
"9351",38
"9352",34
"9353",21
"9354",4
"9355",21
"9356",7
"9357",9
"9358",25.717201977002
"9359",21
"9360",9
"9361",15
"9362",19
"9363",23
"9364",16.6710325529919
"9365",15
"9366",7
"9367",2
"9368",2
"9369",2
"9370",5
"9371",5
"9372",5
"9373",5
"9374",19
"9375",19
"9376",19
"9377",19
"9378",19
"9379",19
"9380",19
"9381",19
"9382",19
"9383",26
"9384",26
"9385",26
"9386",26
"9387",19
"9388",26
"9389",26
"9390",19
"9391",19
"9392",19
"9393",19
"9394",19
"9395",19
"9396",19
"9397",19
"9398",19
"9399",19
"9400",19
"9401",19
"9402",19
"9403",19
"9404",19
"9405",19
"9406",19
"9407",19
"9408",19
"9409",19
"9410",19
"9411",19
"9412",40
"9413",23.7499999999997
"9414",23.7499999999997
"9415",23.7499999999997
"9416",23.7499999999997
"9417",23.7499999999997
"9418",25
"9419",25
"9420",25
"9421",25
"9422",25
"9423",25
"9424",25
"9425",25
"9426",25
"9427",25
"9428",25
"9429",25
"9430",25
"9431",25
"9432",25
"9433",16
"9434",16
"9435",36
"9436",36
"9437",36
"9438",36
"9439",36
"9440",36
"9441",36
"9442",36
"9443",36
"9444",36
"9445",36
"9446",36
"9447",36
"9448",36
"9449",36
"9450",36
"9451",18
"9452",18
"9453",18
"9454",18
"9455",18
"9456",18
"9457",18
"9458",18
"9459",18
"9460",24
"9461",24
"9462",9.33333333333377
"9463",9.33333333333377
"9464",19
"9465",21
"9466",21
"9467",21
"9468",21
"9469",21
"9470",4
"9471",10
"9472",13
"9473",13
"9474",25
"9475",25
"9476",16
"9477",16
"9478",16
"9479",25
"9480",25
"9481",25
"9482",25
"9483",25
"9484",25
"9485",25
"9486",25
"9487",25
"9488",25
"9489",25
"9490",25
"9491",25
"9492",25
"9493",25
"9494",25
"9495",25
"9496",25
"9497",25
"9498",25
"9499",25
"9500",25
"9501",25
"9502",25
"9503",25
"9504",25
"9505",25
"9506",25
"9507",25
"9508",25
"9509",25
"9510",25
"9511",25
"9512",25
"9513",25
"9514",25
"9515",25
"9516",25
"9517",25
"9518",25
"9519",25
"9520",25
"9521",25
"9522",25
"9523",25
"9524",23.5
"9525",25
"9526",25
"9527",9
"9528",9
"9529",9
"9530",9
"9531",9
"9532",16
"9533",16
"9534",16
"9535",16
"9536",16
"9537",16
"9538",16
"9539",16
"9540",16
"9541",16
"9542",16
"9543",4
"9544",4
"9545",4
"9546",4
"9547",4
"9548",4
"9549",4
"9550",4
"9551",4
"9552",4
"9553",4
"9554",4
"9555",4
"9556",4
"9557",16
"9558",17
"9559",17
"9560",17
"9561",17
"9562",17
"9563",17
"9564",21
"9565",21
"9566",21
"9567",21
"9568",18
"9569",18
"9570",18
"9571",18
"9572",18
"9573",20
"9574",30
"9575",13
"9576",43
"9577",19
"9578",10
"9579",10
"9580",10
"9581",10
"9582",10
"9583",5
"9584",5
"9585",5
"9586",5
"9587",6
"9588",20
"9589",24
"9590",24
"9591",24
"9592",24
"9593",24
"9594",24
"9595",24
"9596",24
"9597",24
"9598",24
"9599",24
"9600",24
"9601",24
"9602",24
"9603",24
"9604",24
"9605",24
"9606",24
"9607",24
"9608",24
"9609",24
"9610",24
"9611",24
"9612",24
"9613",15
"9614",15
"9615",15
"9616",15
"9617",15
"9618",15
"9619",15
"9620",15
"9621",15
"9622",15
"9623",15
"9624",15
"9625",15
"9626",15
"9627",15
"9628",15
"9629",21
"9630",21
"9631",21
"9632",21
"9633",14
"9634",16.0100000000135
"9635",25
"9636",20
"9637",40
"9638",40
"9639",40
"9640",40
"9641",21
"9642",26
"9643",19
"9644",19
"9645",7
"9646",16
"9647",10
"9648",9
"9649",10
"9650",11
"9651",11
"9652",11
"9653",8
"9654",19
"9655",19
"9656",19
"9657",19
"9658",12
"9659",20
"9660",41
"9661",12
"9662",21
"9663",21
"9664",21
"9665",21
"9666",21
"9667",13
"9668",20
"9669",43
"9670",6
"9671",19
"9672",16
"9673",24
"9674",36
"9675",4
"9676",21
"9677",26
"9678",13
"9679",26
"9680",4
"9681",25.6627467117498
"9682",16
"9683",20
"9684",21
"9685",14.0079999999969
"9686",23
"9687",20
"9688",20
"9689",21
"9690",21
"9691",10
"9692",10
"9693",10
"9694",10
"9695",10
"9696",10
"9697",10
"9698",6
"9699",19
"9700",19
"9701",19
"9702",19
"9703",19
"9704",19
"9705",21
"9706",18.8333333333391
"9707",18.8333333333391
"9708",18.8333333333391
"9709",18.8333333333391
"9710",18.8333333333391
"9711",NA
"9712",NA
"9713",NA
"9714",NA
"9715",NA
"9716",NA
"9717",NA
"9718",NA
"9719",NA
"9720",13
"9721",19.8333333333309
"9722",21
"9723",40
"9724",26
"9725",13.6999320850307
"9726",9.21910266666651
"9727",12.4641046666635
"9728",21
"9729",21
"9730",21
"9731",21
"9732",13
"9733",19
"9734",10
"9735",21
"9736",10
"9737",15
"9738",21
"9739",21
"9740",13
"9741",42
"9742",42
"9743",42
"9744",20.3540785333339
"9745",16
"9746",9.01902240000079
"9747",9
"9748",19
"9749",19
"9750",38
"9751",21
"9752",20
"9753",19
"9754",19
"9755",21
"9756",15
"9757",26
"9758",6
"9759",10
"9760",21
"9761",21
"9762",21
"9763",18
"9764",18
"9765",18
"9766",18
"9767",18
"9768",18
"9769",18
"9770",18
"9771",18
"9772",18
"9773",18
"9774",18
"9775",18
"9776",18
"9777",18
"9778",18
"9779",18
"9780",18
"9781",18
"9782",18
"9783",18
"9784",18
"9785",18
"9786",18
"9787",18
"9788",18
"9789",18
"9790",18
"9791",18
"9792",18
"9793",18
"9794",18
"9795",18
"9796",18
"9797",18
"9798",18
"9799",18
"9800",18
"9801",18
"9802",18
"9803",18
"9804",18
"9805",18
"9806",18
"9807",18
"9808",18
"9809",18
"9810",18
"9811",18
"9812",18
"9813",18
"9814",18
"9815",18
"9816",18
"9817",18
"9818",18
"9819",18
"9820",18
"9821",18
"9822",18
"9823",18
"9824",18
"9825",18
"9826",18
"9827",18
"9828",18
"9829",18
"9830",18
"9831",18
"9832",18
"9833",18
"9834",18
"9835",18
"9836",18
"9837",18
"9838",18
"9839",18
"9840",18
"9841",18
"9842",18
"9843",18
"9844",18
"9845",18
"9846",18
"9847",18
"9848",18
"9849",18
"9850",18
"9851",18
"9852",18
"9853",18
"9854",18
"9855",20
"9856",13
"9857",20.5
"9858",20.5
"9859",20.5
"9860",24
"9861",24
"9862",24
"9863",13
"9864",21
"9865",22
"9866",10
"9867",10
"9868",13
"9869",20
"9870",15
"9871",21
"9872",21
"9873",12
"9874",13.1409706666676
"9875",23.4691892000008
"9876",26
"9877",10.1348927086471
"9878",19
"9879",19
"9880",19
"9881",19
"9882",19
"9883",19
"9884",19
"9885",19
"9886",19
"9887",19
"9888",19
"9889",19
"9890",19
"9891",19
"9892",19
"9893",19
"9894",19
"9895",25
"9896",26
"9897",5
"9898",14.8
"9899",26
"9900",26
"9901",20
"9902",18
"9903",9
"9904",16
"9905",40
"9906",40
"9907",16
"9908",21.0223430515453
"9909",10
"9910",15
"9911",13
"9912",20
"9913",20
"9914",9
"9915",18
"9916",NA
"9917",NA
"9918",NA
"9919",NA
"9920",NA
"9921",NA
"9922",NA
"9923",NA
"9924",NA
"9925",NA
"9926",NA
"9927",NA
"9928",NA
"9929",NA
"9930",NA
"9931",NA
"9932",10
"9933",9
"9934",21
"9935",34
"9936",19
"9937",NA
"9938",NA
"9939",NA
"9940",NA
"9941",NA
"9942",NA
"9943",NA
"9944",NA
"9945",13
"9946",26
"9947",13
"9948",16.5747423999971
"9949",21
"9950",21
"9951",21
"9952",21
"9953",21
"9954",21
"9955",21
"9956",21
"9957",21
"9958",21
"9959",21
"9960",21
"9961",21
"9962",21
"9963",21
"9964",36
"9965",36
"9966",36
"9967",36
"9968",10
"9969",9.5425386110219
"9970",38
"9971",21
"9972",21
"9973",21
"9974",25
"9975",40
"9976",21
"9977",21
"9978",7
"9979",21
"9980",7
"9981",18.4933254002994
"9982",10
"9983",19
"9984",19
"9985",19
"9986",19
"9987",19
"9988",19
"9989",19.8333333333309
"9990",19.8333333333309
"9991",19.8333333333309
"9992",NA
"9993",NA
"9994",NA
"9995",NA
"9996",NA
"9997",NA
"9998",NA
"9999",NA
"10000",NA
"10001",NA
"10002",NA
"10003",NA
"10004",NA
"10005",NA
"10006",NA
"10007",NA
"10008",15.2499999999944
"10009",15.2499999999944
"10010",15.2499999999944
"10011",NA
"10012",NA
"10013",NA
"10014",NA
"10015",NA
"10016",NA
"10017",NA
"10018",NA
"10019",NA
"10020",NA
"10021",NA
"10022",NA
"10023",NA
"10024",NA
"10025",19
"10026",16
"10027",16
"10028",16
"10029",16
"10030",16
"10031",16
"10032",21
"10033",17.5833333333328
"10034",25.8333375333228
"10035",25.8333375333228
"10036",25.8333375333228
"10037",25.8333375333228
"10038",NA
"10039",NA
"10040",NA
"10041",NA
"10042",NA
"10043",NA
"10044",NA
"10045",NA
"10046",NA
"10047",NA
"10048",NA
"10049",NA
"10050",NA
"10051",NA
"10052",NA
"10053",NA
"10054",NA
"10055",NA
"10056",NA
"10057",NA
"10058",NA
"10059",NA
"10060",NA
"10061",NA
"10062",NA
"10063",NA
"10064",NA
"10065",NA
"10066",NA
"10067",NA
"10068",NA
"10069",NA
"10070",NA
"10071",NA
"10072",NA
"10073",NA
"10074",NA
"10075",NA
"10076",NA
"10077",NA
"10078",NA
"10079",NA
"10080",NA
"10081",NA
"10082",NA
"10083",NA
"10084",NA
"10085",NA
"10086",NA
"10087",NA
"10088",NA
"10089",NA
"10090",NA
"10091",NA
"10092",NA
"10093",NA
"10094",NA
"10095",NA
"10096",NA
"10097",NA
"10098",NA
"10099",NA
"10100",NA
"10101",NA
"10102",NA
"10103",NA
"10104",NA
"10105",NA
"10106",NA
"10107",NA
"10108",NA
"10109",NA
"10110",NA
"10111",NA
"10112",NA
"10113",NA
"10114",NA
"10115",NA
"10116",NA
"10117",NA
"10118",NA
"10119",NA
"10120",NA
"10121",NA
"10122",NA
"10123",NA
"10124",NA
"10125",NA
"10126",NA
"10127",NA
"10128",NA
"10129",NA
"10130",NA
"10131",NA
"10132",NA
"10133",NA
"10134",NA
"10135",NA
"10136",NA
"10137",NA
"10138",NA
"10139",NA
"10140",NA
"10141",NA
"10142",NA
"10143",NA
"10144",NA
"10145",NA
"10146",NA
"10147",NA
"10148",NA
"10149",NA
"10150",NA
"10151",NA
"10152",NA
"10153",NA
"10154",NA
"10155",NA
"10156",NA
"10157",NA
"10158",NA
"10159",NA
"10160",NA
"10161",NA
"10162",NA
"10163",NA
"10164",NA
"10165",NA
"10166",NA
"10167",NA
"10168",NA
"10169",NA
"10170",NA
"10171",NA
"10172",NA
"10173",NA
"10174",NA
"10175",NA
"10176",NA
"10177",NA
"10178",NA
"10179",NA
"10180",NA
"10181",20
"10182",20
"10183",20
"10184",20
"10185",20
"10186",49.1666619333341
"10187",49.1666619333341
"10188",49.1666619333341
"10189",49.1666619333341
"10190",49.1666619333341
"10191",49.1666619333341
"10192",49.1666619333341
"10193",49.1666619333341
"10194",49.1666619333341
"10195",49.1666619333341
"10196",49.1666619333341
"10197",NA
"10198",NA
"10199",NA
"10200",NA
"10201",NA
"10202",NA
"10203",NA
"10204",8
"10205",8
"10206",8
"10207",8
"10208",8
"10209",8
"10210",8
"10211",8
"10212",8
"10213",8
"10214",8
"10215",8
"10216",8
"10217",8
"10218",8
"10219",8
"10220",NA
"10221",NA
"10222",24
"10223",24
"10224",24
"10225",24
"10226",24
"10227",24
"10228",24
"10229",NA
"10230",NA
"10231",NA
"10232",NA
"10233",NA
"10234",NA
"10235",NA
"10236",NA
"10237",NA
"10238",NA
"10239",NA
"10240",NA
"10241",NA
"10242",NA
"10243",NA
"10244",NA
"10245",NA
"10246",NA
"10247",NA
"10248",NA
"10249",NA
"10250",NA
"10251",NA
"10252",NA
"10253",18
"10254",18
"10255",18
"10256",18
"10257",18
"10258",18
"10259",18
"10260",18
"10261",18
"10262",18
"10263",18
"10264",NA
"10265",NA
"10266",NA
"10267",NA
"10268",NA
"10269",NA
"10270",NA
"10271",NA
"10272",NA
"10273",NA
"10274",NA
"10275",NA
"10276",NA
"10277",NA
"10278",NA
"10279",NA
"10280",NA
"10281",NA
"10282",NA
"10283",NA
"10284",NA
"10285",NA
"10286",NA
"10287",NA
"10288",NA
"10289",NA
"10290",NA
"10291",13
"10292",NA
"10293",NA
"10294",NA
"10295",NA
"10296",NA
"10297",NA
"10298",NA
"10299",NA
"10300",NA
"10301",NA
"10302",NA
"10303",NA
"10304",NA
"10305",NA
"10306",NA
"10307",NA
"10308",NA
"10309",NA
"10310",NA
"10311",NA
"10312",NA
"10313",NA
"10314",NA
"10315",NA
"10316",NA
"10317",NA
"10318",NA
"10319",NA
"10320",NA
"10321",NA
"10322",NA
"10323",NA
"10324",NA
"10325",NA
"10326",NA
"10327",NA
"10328",NA
"10329",NA
"10330",NA
"10331",NA
"10332",NA
"10333",NA
"10334",NA
"10335",NA
"10336",NA
"10337",NA
"10338",NA
"10339",NA
