"","GRAVsite"
"6054",0
"6055",1
"6056",0
"6057",2
"6058",2
"6059",0
"6060",8
"6061",22
"6062",31.1666666666609
"6063",42
"6064",5
"6065",NA
"6066",0
"6067",0
"6068",4
"6069",5.31666666668941
"6070",NA
"6071",NA
"6072",22
"6073",22
"6074",25
"6075",NA
"6076",3
"6077",10
"6078",9.75000000000597
"6079",9.75000000000597
"6080",9.75000000000597
"6081",9.75000000000597
"6082",NA
"6083",NA
"6084",NA
"6085",NA
"6086",1
"6087",NA
"6088",3
"6089",3
"6090",3
"6091",10
"6092",10
"6093",10
"6094",10
"6095",10
"6096",10
"6097",10
"6098",10
"6099",10
"6100",10
"6101",10
"6102",10
"6103",9.75000000000033
"6104",9.75000000000033
"6105",9.75000000000033
"6106",34.1666666666589
"6107",34.1666666666589
"6108",34.1666666666589
"6109",5.31666666668941
"6110",1
"6111",1
"6112",1
"6113",0
"6114",25
"6115",25
"6116",25
"6117",5
"6118",5
"6119",5
"6120",NA
"6121",NA
"6122",NA
"6123",NA
"6124",NA
"6125",5
"6126",25
"6127",2
"6128",2
"6129",NA
"6130",1
"6131",4
"6132",29
"6133",29
"6134",0.0700000000004476
"6135",NA
"6136",NA
"6137",10
"6138",1
"6139",NA
"6140",2
"6141",22
"6142",10
"6143",25
"6144",NA
"6145",2
"6146",NA
"6147",NA
"6148",2
"6149",1
"6150",16.3888966666636
"6151",34.1666666666589
"6152",NA
"6153",5.74999999999607
"6154",4
"6155",2
"6156",1
"6157",2
"6158",1.80000000000341
"6159",4
"6160",3
"6161",5.31666666668941
"6162",1.28333333332973
"6163",2
"6164",3
"6165",1
"6166",1
"6167",1
"6168",1
"6169",3
"6170",1
"6171",1
"6172",28
"6173",1
"6174",NA
"6175",1
"6176",2
"6177",9
"6178",31
"6179",9
"6180",10
"6181",5
"6182",9
"6183",10
"6184",9
"6185",10
"6186",22
"6187",17.1400000000389
"6188",NA
"6189",NA
"6190",2
"6191",2.20999999999821
"6192",7
"6193",7
"6194",NA
"6195",7.58333333333278
"6196",10
"6197",7.58333333333278
"6198",9
"6199",0
"6200",2
"6201",3.75
"6202",15.8333333333444
"6203",3
"6204",NA
"6205",NA
"6206",0
"6207",5
"6208",4
"6209",9.75000000000033
"6210",1
"6211",NA
"6212",22
"6213",22
"6214",NA
"6215",2.20999999999821
"6216",10.6099999999927
"6217",NA
"6218",10.6099999999927
"6219",NA
"6220",NA
"6221",4
"6222",31
"6223",0
"6224",2
"6225",5
"6226",9
"6227",1
"6228",5
"6229",1.37091494723567
"6230",5
"6231",13
"6232",10
"6233",4
"6234",1
"6235",1.33333333333378
"6236",2
"6237",1
"6238",3
"6239",9.75000000000033
"6240",NA
"6241",1
"6242",8
"6243",22
"6244",22
"6245",15.8333333333444
"6246",0
"6247",0
"6248",3
"6249",25
"6250",2
"6251",26
"6252",23.2499999999938
"6253",22
"6254",22
"6255",23.3490879999707
"6256",22
"6257",22
"6258",NA
"6259",5.31666666668941
"6260",3.75
"6261",1
"6262",7
"6263",NA
"6264",2
"6265",1
"6266",4
"6267",6.96666666666357
"6268",2
"6269",2
"6270",2.10000000000158
"6271",2.49996000000058
"6272",10.6099999999927
"6273",NA
"6274",NA
"6275",0
"6276",7.58333333333278
"6277",15
"6278",NA
"6279",1
"6280",6.96666666666357
"6281",8
"6282",8.58333333332781
"6283",1
"6284",8
"6285",8
"6286",22
"6287",22
"6288",NA
"6289",1.00000000000133
"6290",9
"6291",3
"6292",4
"6293",8
"6294",2
"6295",NA
"6296",17
"6297",17
"6298",2
"6299",1
"6300",15.8333333333444
"6301",15.8333333333444
"6302",2
"6303",3
"6304",3
"6305",1
"6306",NA
"6307",9.75000000000033
"6308",NA
"6309",NA
"6310",29
"6311",29
"6312",22
"6313",22
"6314",29
"6315",NA
"6316",3
"6317",3
"6318",3
"6319",25
"6320",25
"6321",25
"6322",9.75000000000033
"6323",9.75000000000033
"6324",9.75000000000033
"6325",9.75000000000033
"6326",9.75000000000033
"6327",9.75000000000033
"6328",1.00000000000133
"6329",1.00000000000133
"6330",1.00000000000133
"6331",8
"6332",8
"6333",8
"6334",8.58333333332781
"6335",8.58333333332781
"6336",8.58333333332781
"6337",1
"6338",1
"6339",1
"6340",4
"6341",4
"6342",4
"6343",NA
"6344",NA
"6345",7.27778119999907
"6346",3
"6347",22
"6348",22
"6349",NA
"6350",25
"6351",1
"6352",22
"6353",1
"6354",NA
"6355",NA
"6356",8
"6357",0
"6358",0
"6359",22
"6360",22
"6361",NA
"6362",1
"6363",2
"6364",1
"6365",4
"6366",NA
"6367",5.31666666668941
"6368",1
"6369",1
"6370",1
"6371",NA
"6372",NA
"6373",1
"6374",NA
"6375",NA
"6376",8
"6377",2
"6378",2
"6379",2
"6380",2
"6381",2.00133333333338
"6382",2
"6383",1
"6384",NA
"6385",0
"6386",7.58333333333278
"6387",25.5494933333424
"6388",14.8333333333717
"6389",1
"6390",8
"6391",7.58333333333278
"6392",3
"6393",NA
"6394",5.31666666668941
"6395",1
"6396",3
"6397",3
"6398",NA
"6399",3
"6400",3
"6401",4
"6402",1
"6403",1
"6404",7.58333333333278
"6405",NA
"6406",0
"6407",5
"6408",6
"6409",6
"6410",1
"6411",5.85878933333232
"6412",6
"6413",1
"6414",7.58333333333278
"6415",1
"6416",6
"6417",NA
"6418",8
"6419",6
"6420",1
"6421",22
"6422",22
"6423",7.27778119999907
"6424",3
"6425",6
"6426",8
"6427",2.33561599999159
"6428",3.39333333331041
"6429",NA
"6430",NA
"6431",1
"6432",NA
"6433",1
"6434",15.8333333333444
"6435",2
"6436",NA
"6437",NA
"6438",2.5
"6439",NA
"6440",0
"6441",NA
"6442",NA
"6443",1
"6444",NA
"6445",1
"6446",3
"6447",NA
"6448",1
"6449",0
"6450",22
"6451",5
"6452",0
"6453",2
"6454",10
"6455",22
"6456",22
"6457",8
"6458",NA
"6459",NA
"6460",1
"6461",3
"6462",NA
"6463",11.8333333333341
"6464",14
"6465",8.58333333332781
"6466",4
"6467",15.8333333333444
"6468",5
"6469",11
"6470",5
"6471",NA
"6472",5
"6473",5
"6474",NA
"6475",8
"6476",1
"6477",8
"6478",8.58333333332781
"6479",7.58333333333278
"6480",NA
"6481",5
"6482",15
"6483",NA
"6484",NA
"6485",NA
"6486",23
"6487",5
"6488",2
"6489",9
"6490",9
"6491",10.996766892389
"6492",1
"6493",9
"6494",28.0500000000027
"6495",7
"6496",7
"6497",15.8333333333444
"6498",22
"6499",5.66664799999801
"6500",22
"6501",8.0500000000007
"6502",NA
"6503",5
"6504",NA
"6505",4
"6506",38.8480000000835
"6507",4
"6508",NA
"6509",8
"6510",9.75000000000597
"6511",9.75000000000597
"6512",9.75000000000597
"6513",5
"6514",5
"6515",5
"6516",5
"6517",5
"6518",5
"6519",5
"6520",5
"6521",5
"6522",5
"6523",5
"6524",5
"6525",5
"6526",5
"6527",5
"6528",5
"6529",5
"6530",5
"6531",5
"6532",5
"6533",5
"6534",5
"6535",5
"6536",5
"6537",5
"6538",5
"6539",5
"6540",5
"6541",5
"6542",5
"6543",25
"6544",25
"6545",25
"6546",11
"6547",11
"6548",11
"6549",9.75000000000033
"6550",9.75000000000033
"6551",9.75000000000033
"6552",25
"6553",25
"6554",25
"6555",8.58333333332781
"6556",8.58333333332781
"6557",8.58333333332781
"6558",8.58333333332781
"6559",8.58333333332781
"6560",8.58333333332781
"6561",1
"6562",2
"6563",5
"6564",5
"6565",40
"6566",2.3
"6567",2.61733333333391
"6568",13
"6569",16.4999999999967
"6570",18.1800000000027
"6571",NA
"6572",20
"6573",22
"6574",22
"6575",NA
"6576",NA
"6577",40
"6578",40
"6579",NA
"6580",NA
"6581",1
"6582",5
"6583",15.8333333333444
"6584",3.65115733333269
"6585",3.49999999999829
"6586",11
"6587",4
"6588",25
"6589",5
"6590",NA
"6591",NA
"6592",1
"6593",NA
"6594",25
"6595",25
"6596",5.74999999999607
"6597",5.15953599999857
"6598",7.58333333333278
"6599",1
"6600",1
"6601",9.75000000000033
"6602",NA
"6603",25
"6604",22
"6605",8
"6606",15.8333333333444
"6607",NA
"6608",8
"6609",1
"6610",8
"6611",NA
"6612",25
"6613",NA
"6614",NA
"6615",5.66664799999801
"6616",2
"6617",2
"6618",0
"6619",22.7600000000041
"6620",3
"6621",0
"6622",NA
"6623",7.58333333333278
"6624",15
"6625",3
"6626",1
"6627",20.5555763555555
"6628",NA
"6629",NA
"6630",3
"6631",3
"6632",2
"6633",9.75000000000597
"6634",NA
"6635",0
"6636",0.249999999999147
"6637",3
"6638",15
"6639",1
"6640",NA
"6641",6
"6642",NA
"6643",4
"6644",1
"6645",25
"6646",3
"6647",5.66664799999801
"6648",18.6666666666755
"6649",NA
"6650",NA
"6651",NA
"6652",7
"6653",NA
"6654",NA
"6655",9.75000000000597
"6656",0
"6657",0
"6658",1
"6659",5
"6660",1
"6661",4
"6662",4
"6663",NA
"6664",40
"6665",40
"6666",8
"6667",NA
"6668",NA
"6669",17.3333333333378
"6670",9.75000000000597
"6671",NA
"6672",10
"6673",5.83333333333179
"6674",7
"6675",7
"6676",NA
"6677",NA
"6678",22
"6679",22
"6680",8
"6681",23.9839999999312
"6682",26
"6683",26
"6684",0
"6685",7.58333333333278
"6686",NA
"6687",0.0700000000004476
"6688",1
"6689",3
"6690",0
"6691",3
"6692",3
"6693",0
"6694",0
"6695",25.6000000000068
"6696",6
"6697",7
"6698",1
"6699",NA
"6700",29
"6701",1
"6702",2
"6703",1
"6704",4
"6705",22
"6706",22
"6707",14.4333333333341
"6708",22
"6709",22
"6710",NA
"6711",NA
"6712",9.75000000000597
"6713",9.75000000000597
"6714",9.75000000000597
"6715",9.75000000000597
"6716",9.75000000000597
"6717",9.75000000000597
"6718",9.75000000000597
"6719",9.75000000000597
"6720",9.75000000000597
"6721",0
"6722",0
"6723",0
"6724",3
"6725",3
"6726",3
"6727",25
"6728",25
"6729",25
"6730",1
"6731",0
"6732",9.75000000000597
"6733",7
"6734",NA
"6735",4
"6736",NA
"6737",3
"6738",3
"6739",22
"6740",22
"6741",1
"6742",NA
"6743",NA
"6744",1
"6745",40
"6746",40
"6747",2.63333333333311
"6748",2.88533333333351
"6749",NA
"6750",7
"6751",23.2500000000045
"6752",0
"6753",1
"6754",2
"6755",1
"6756",0
"6757",4
"6758",2.03733333333457
"6759",0.133333333335102
"6760",NA
"6761",NA
"6762",25
"6763",3
"6764",7.58333333333278
"6765",1
"6766",15.8333333333444
"6767",NA
"6768",NA
"6769",22
"6770",10
"6771",1
"6772",18.6666666666755
"6773",2.20999999999821
"6774",0.0700000000004476
"6775",2
"6776",NA
"6777",1
"6778",NA
"6779",NA
"6780",25.6000000000068
"6781",5
"6782",NA
"6783",3
"6784",3
"6785",2.63333333333775
"6786",10.4166666667432
"6787",1
"6788",NA
"6789",10
"6790",5.33333333333775
"6791",20.3632000000001
"6792",1
"6793",1
"6794",3
"6795",1
"6796",NA
"6797",NA
"6798",NA
"6799",NA
"6800",NA
"6801",NA
"6802",NA
"6803",NA
"6804",1
"6805",NA
"6806",1
"6807",NA
"6808",NA
"6809",3
"6810",NA
"6811",NA
"6812",NA
"6813",0
"6814",NA
"6815",NA
"6816",NA
"6817",NA
"6818",NA
"6819",NA
"6820",NA
"6821",NA
"6822",NA
"6823",NA
"6824",NA
"6825",0
"6826",0
"6827",NA
"6828",11
"6829",3
"6830",34.1666666666589
"6831",40
"6832",NA
"6833",40
"6834",29
"6835",1
"6836",34.1666666666589
"6837",3
"6838",NA
"6839",3.9400000000004
"6840",22
"6841",22
"6842",1
"6843",22
"6844",22
"6845",7
"6846",NA
"6847",NA
"6848",1
"6849",17
"6850",22
"6851",22
"6852",4
"6853",4
"6854",1
"6855",NA
"6856",NA
"6857",7
"6858",7
"6859",NA
"6860",0
"6861",22
"6862",NA
"6863",25
"6864",31.1666666666609
"6865",1
"6866",22
"6867",22
"6868",2
"6869",1
"6870",3
"6871",5.91666666667816
"6872",9.75000000000597
"6873",9.75000000000597
"6874",9.75000000000597
"6875",9.75000000000597
"6876",9.75000000000597
"6877",9.75000000000597
"6878",34.1666666666589
"6879",34.1666666666589
"6880",34.1666666666589
"6881",0
"6882",0
"6883",0
"6884",0
"6885",0
"6886",0
"6887",1
"6888",1
"6889",1
"6890",NA
"6891",22
"6892",22
"6893",3
"6894",NA
"6895",8
"6896",1
"6897",NA
"6898",2
"6899",2.20999999999821
"6900",9.75000000000597
"6901",1
"6902",1
"6903",0
"6904",25
"6905",25
"6906",2
"6907",NA
"6908",NA
"6909",7
"6910",9.14560000000565
"6911",NA
"6912",22
"6913",1
"6914",2
"6915",NA
"6916",1
"6917",3
"6918",NA
"6919",2.21000000000099
"6920",NA
"6921",0
"6922",8
"6923",0
"6924",1
"6925",9.03120437760003
"6926",1
"6927",22
"6928",0
"6929",1
"6930",5
"6931",NA
"6932",NA
"6933",NA
"6934",22
"6935",22
"6936",NA
"6937",1
"6938",40
"6939",NA
"6940",NA
"6941",17
"6942",10
"6943",1
"6944",37.3000000000015
"6945",40
"6946",9.75000000000597
"6947",1
"6948",22
"6949",22
"6950",4
"6951",3
"6952",4
"6953",NA
"6954",1
"6955",0
"6956",1
"6957",NA
"6958",8
"6959",1
"6960",2
"6961",2
"6962",9.75000000000597
"6963",4
"6964",2.16666666666689
"6965",8
"6966",0
"6967",7.58333333333278
"6968",7.58333333333278
"6969",22
"6970",13.2888864000014
"6971",NA
"6972",1.50000000000099
"6973",8.58333333332781
"6974",9.75000000000597
"6975",1
"6976",14
"6977",14
"6978",NA
"6979",3
"6980",1
"6981",5
"6982",0.0700000000004476
"6983",3
"6984",3
"6985",10
"6986",NA
"6987",40
"6988",0
"6989",1
"6990",8
"6991",0
"6992",0
"6993",NA
"6994",NA
"6995",4
"6996",1
"6997",40
"6998",40
"6999",13.5907520000109
"7000",11.8333333333341
"7001",NA
"7002",1.50000000000099
"7003",22
"7004",2.3
"7005",2.91600000000053
"7006",8
"7007",NA
"7008",9.75000000000597
"7009",9.75000000000597
"7010",9.75000000000597
"7011",9.75000000000597
"7012",9.75000000000597
"7013",9.75000000000597
"7014",9.75000000000597
"7015",9.75000000000597
"7016",9.75000000000597
"7017",9.75000000000597
"7018",9.75000000000597
"7019",9.75000000000597
"7020",0
"7021",0
"7022",0
"7023",0
"7024",0
"7025",0
"7026",0
"7027",0
"7028",0
"7029",0
"7030",0
"7031",0
"7032",0
"7033",0
"7034",0
"7035",8
"7036",8
"7037",8
"7038",8.58333333332781
"7039",8.58333333332781
"7040",8.58333333332781
"7041",8.58333333332781
"7042",8.58333333332781
"7043",8.58333333332781
"7044",13.2888864000014
"7045",NA
"7046",13
"7047",2
"7048",NA
"7049",NA
"7050",NA
"7051",NA
"7052",0
"7053",0
"7054",0
"7055",2.50000000000133
"7056",0
"7057",10
"7058",NA
"7059",9.75000000000597
"7060",NA
"7061",0
"7062",9.75000000000597
"7063",0
"7064",0
"7065",0
"7066",NA
"7067",NA
"7068",5
"7069",0
"7070",17
"7071",3
"7072",28.2320000000147
"7073",29
"7074",9.75000000000597
"7075",1
"7076",NA
"7077",NA
"7078",27.0333333333332
"7079",NA
"7080",NA
"7081",0
"7082",0
"7083",0
"7084",2
"7085",0
"7086",NA
"7087",8
"7088",10
"7089",NA
"7090",22
"7091",8
"7092",1
"7093",8
"7094",1
"7095",NA
"7096",NA
"7097",3
"7098",NA
"7099",NA
"7100",22
"7101",10
"7102",22
"7103",22
"7104",NA
"7105",NA
"7106",NA
"7107",8
"7108",2
"7109",2
"7110",8.58333333332781
"7111",2
"7112",1
"7113",4
"7114",0
"7115",1
"7116",1
"7117",1
"7118",1
"7119",1
"7120",1
"7121",0
"7122",1
"7123",0.629850533333369
"7124",0
"7125",1
"7126",1
"7127",2
"7128",7.1135794414345
"7129",0
"7130",1
"7131",1
"7132",1
"7133",10
"7134",1
"7135",0
"7136",1
"7137",1
"7138",1
"7139",1
"7140",0
"7141",1
"7142",1
"7143",1
"7144",1
"7145",1
"7146",2
"7147",1
"7148",10
"7149",0
"7150",1
"7151",2
"7152",1
"7153",1
"7154",1
"7155",0
"7156",1
"7157",1
"7158",0
"7159",1
"7160",1
"7161",1
"7162",1
"7163",1
"7164",1
"7165",0
"7166",1
"7167",4
"7168",0
"7169",1
"7170",1
"7171",1
"7172",1
"7173",4
"7174",0
"7175",0
"7176",1
"7177",1
"7178",0
"7179",1
"7180",1
"7181",10
"7182",10
"7183",1
"7184",5.10046487703001
"7185",29.3484193333364
"7186",10
"7187",7
"7188",1
"7189",31
"7190",31
"7191",9
"7192",10
"7193",29.0344999999982
"7194",9.50461520000025
"7195",1
"7196",13
"7197",0
"7198",9
"7199",0
"7200",4
"7201",2.86339832469065
"7202",NA
"7203",11
"7204",10
"7205",2
"7206",4
"7207",5
"7208",10
"7209",NA
"7210",0.0700000000004476
"7211",22
"7212",22
"7213",40
"7214",40
"7215",29
"7216",5.66664799999801
"7217",1
"7218",7.58333333333278
"7219",NA
"7220",21
"7221",40
"7222",25.416783333385
"7223",1
"7224",NA
"7225",40
"7226",40
"7227",22
"7228",2
"7229",0
"7230",5
"7231",0
"7232",37.0833333333815
"7233",39.9669760000007
"7234",39.3399999999996
"7235",0
"7236",21
"7237",NA
"7238",30
"7239",30
"7240",21
"7241",9.75000000000597
"7242",9.75000000000597
"7243",9.75000000000597
"7244",0
"7245",0
"7246",0
"7247",0
"7248",0
"7249",0
"7250",0
"7251",0
"7252",0
"7253",0
"7254",0
"7255",0
"7256",0
"7257",0
"7258",0
"7259",3
"7260",3
"7261",3
"7262",1
"7263",1
"7264",1
"7265",1
"7266",1
"7267",1
"7268",25
"7269",25
"7270",25
"7271",NA
"7272",4
"7273",0
"7274",25
"7275",25
"7276",40
"7277",0
"7278",0
"7279",0
"7280",NA
"7281",0
"7282",0
"7283",NA
"7284",NA
"7285",7.58333333333278
"7286",1.50000000000099
"7287",3
"7288",3
"7289",NA
"7290",2
"7291",7
"7292",NA
"7293",22
"7294",22
"7295",3
"7296",3
"7297",8.11666666669344
"7298",0
"7299",NA
"7300",0
"7301",1
"7302",1
"7303",NA
"7304",9.75000000000597
"7305",NA
"7306",NA
"7307",10
"7308",9.03923199999663
"7309",1
"7310",17.5
"7311",NA
"7312",NA
"7313",1
"7314",7
"7315",40
"7316",8
"7317",0.0700000000004476
"7318",3
"7319",25
"7320",1
"7321",7.58333333333278
"7322",NA
"7323",29
"7324",29
"7325",1
"7326",6
"7327",3
"7328",NA
"7329",6
"7330",6
"7331",3.83333333333311
"7332",2
"7333",2.20999999999821
"7334",5.54999999999967
"7335",4
"7336",NA
"7337",22
"7338",25
"7339",24.635200000004
"7340",1
"7341",3.8970666666614
"7342",8
"7343",NA
"7344",NA
"7345",NA
"7346",4
"7347",4
"7348",2
"7349",0.0700000000004476
"7350",4.96522666666698
"7351",4.93333333333377
"7352",NA
"7353",3
"7354",NA
"7355",3
"7356",NA
"7357",0
"7358",1
"7359",22
"7360",NA
"7361",0
"7362",NA
"7363",NA
"7364",0.299999999989768
"7365",0.708000000009086
"7366",10
"7367",0.0700000000004476
"7368",3.83333333333311
"7369",3.83333333333311
"7370",3.83333333333311
"7371",9.75000000000597
"7372",9.75000000000597
"7373",9.75000000000597
"7374",2.0833333333361
"7375",2.0833333333361
"7376",2.0833333333361
"7377",NA
"7378",22
"7379",22
"7380",7.58333333333278
"7381",1
"7382",2.0833333333361
"7383",7
"7384",7
"7385",3
"7386",5
"7387",2.16666666666689
"7388",7
"7389",7.40656000000159
"7390",1
"7391",10
"7392",0
"7393",0
"7394",NA
"7395",0
"7396",0
"7397",0
"7398",NA
"7399",4
"7400",1
"7401",4
"7402",0.0061540014354649
"7403",NA
"7404",1
"7405",9.75000000000597
"7406",10
"7407",NA
"7408",0
"7409",NA
"7410",NA
"7411",NA
"7412",8
"7413",NA
"7414",NA
"7415",1
"7416",10
"7417",6.5
"7418",2
"7419",10
"7420",10
"7421",29
"7422",0
"7423",0
"7424",6.96666666666357
"7425",1
"7426",10
"7427",1
"7428",2
"7429",0.0700000000004476
"7430",5
"7431",NA
"7432",10
"7433",NA
"7434",2
"7435",NA
"7436",10
"7437",22
"7438",22
"7439",22
"7440",22
"7441",22
"7442",3
"7443",NA
"7444",3
"7445",13
"7446",22
"7447",1
"7448",2
"7449",2
"7450",NA
"7451",22
"7452",18.7500000000017
"7453",3
"7454",NA
"7455",8
"7456",8
"7457",2
"7458",NA
"7459",NA
"7460",9.75000000000597
"7461",9.75000000000597
"7462",9.75000000000597
"7463",3
"7464",3
"7465",3
"7466",3
"7467",3
"7468",3
"7469",8
"7470",8
"7471",8
"7472",1
"7473",1
"7474",1
"7475",1
"7476",1
"7477",1
"7478",25
"7479",25
"7480",25
"7481",8
"7482",1
"7483",1
"7484",25
"7485",NA
"7486",3
"7487",3
"7488",22
"7489",22
"7490",9.75000000000597
"7491",40
"7492",1
"7493",1
"7494",40
"7495",3
"7496",NA
"7497",NA
"7498",7
"7499",29
"7500",29
"7501",3
"7502",3
"7503",1
"7504",22
"7505",22
"7506",1
"7507",1
"7508",22
"7509",22
"7510",22
"7511",22
"7512",22
"7513",22
"7514",8
"7515",8
"7516",0.0700000000004476
"7517",0
"7518",NA
"7519",1
"7520",1
"7521",10
"7522",8
"7523",8
"7524",NA
"7525",3
"7526",29
"7527",1
"7528",10
"7529",NA
"7530",22
"7531",5
"7532",5
"7533",8
"7534",8
"7535",7.58333333333278
"7536",9.75000000000597
"7537",1
"7538",1.33333333333378
"7539",7
"7540",7
"7541",22
"7542",NA
"7543",1
"7544",1
"7545",0
"7546",0
"7547",2.16666666666689
"7548",NA
"7549",3
"7550",3
"7551",2
"7552",2
"7553",0
"7554",1
"7555",1
"7556",22
"7557",22
"7558",1
"7559",1
"7560",22
"7561",3.05999999999949
"7562",NA
"7563",22
"7564",22
"7565",NA
"7566",22
"7567",22
"7568",2
"7569",2.93334410706826
"7570",0
"7571",2
"7572",1
"7573",9
"7574",7.65193440000103
"7575",0.402573936810925
"7576",2
"7577",1
"7578",2
"7579",22
"7580",22
"7581",NA
"7582",NA
"7583",7.58333333333278
"7584",NA
"7585",7
"7586",7
"7587",0
"7588",40
"7589",2.0833333333361
"7590",0
"7591",22
"7592",5
"7593",4.77999999999934
"7594",0
"7595",4
"7596",7
"7597",7
"7598",9.75000000000597
"7599",9.75000000000597
"7600",9.75000000000597
"7601",2.0833333333361
"7602",2.0833333333361
"7603",2.0833333333361
"7604",0
"7605",0
"7606",0
"7607",1
"7608",1
"7609",1
"7610",1
"7611",1
"7612",1
"7613",NA
"7614",2
"7615",2
"7616",11.7808000000281
"7617",7.55000000000971
"7618",NA
"7619",22
"7620",0.833333333334439
"7621",4.52000000000066
"7622",22
"7623",22
"7624",1
"7625",NA
"7626",NA
"7627",2
"7628",1.49999999999829
"7629",0
"7630",7
"7631",7
"7632",10
"7633",NA
"7634",NA
"7635",22
"7636",NA
"7637",15.58720000002
"7638",16.2499999999949
"7639",7
"7640",7
"7641",0
"7642",33.3333333333245
"7643",0
"7644",0
"7645",22
"7646",22
"7647",22
"7648",7
"7649",7
"7650",40
"7651",11
"7652",14.7777839999965
"7653",40
"7654",NA
"7655",2
"7656",2
"7657",0
"7658",0
"7659",7.58333333333278
"7660",0.0700000000004476
"7661",0
"7662",0
"7663",0
"7664",NA
"7665",10.0833333333321
"7666",7
"7667",7
"7668",0
"7669",3
"7670",NA
"7671",NA
"7672",1
"7673",7
"7674",7
"7675",0
"7676",1
"7677",1
"7678",2
"7679",2
"7680",25
"7681",0
"7682",3
"7683",3
"7684",NA
"7685",3
"7686",2
"7687",9.75000000000597
"7688",9.75000000000597
"7689",9.75000000000597
"7690",1
"7691",1
"7692",1
"7693",25
"7694",25
"7695",25
"7696",NA
"7697",2.20999999999821
"7698",NA
"7699",NA
"7700",1
"7701",22
"7702",22
"7703",18.6666666666755
"7704",NA
"7705",NA
"7706",15.8333333333444
"7707",1
"7708",0.0700000000004476
"7709",5
"7710",5
"7711",0
"7712",9.75000000000597
"7713",NA
"7714",4
"7715",4
"7716",35.4166666666366
"7717",31.7151519999757
"7718",2
"7719",NA
"7720",NA
"7721",0
"7722",0
"7723",NA
"7724",7.58333333333278
"7725",5
"7726",8
"7727",2
"7728",5
"7729",0
"7730",2.20999999999821
"7731",0
"7732",4
"7733",0.416666666667267
"7734",3
"7735",NA
"7736",25
"7737",12.5
"7738",25
"7739",NA
"7740",NA
"7741",7.58333333333278
"7742",22
"7743",25
"7744",27
"7745",NA
"7746",7
"7747",7
"7748",1
"7749",7.58333333333278
"7750",6.96666666666357
"7751",2
"7752",NA
"7753",NA
"7754",NA
"7755",1
"7756",8
"7757",2
"7758",1
"7759",1
"7760",NA
"7761",NA
"7762",1
"7763",9.75000000000597
"7764",NA
"7765",17.5
"7766",8
"7767",NA
"7768",1
"7769",1.50000000000099
"7770",1
"7771",NA
"7772",0
"7773",NA
"7774",NA
"7775",3
"7776",7.58333333333278
"7777",9.75000000000597
"7778",9.75000000000597
"7779",9.75000000000597
"7780",23.4166666666646
"7781",23.4166666666646
"7782",23.4166666666646
"7783",NA
"7784",1
"7785",NA
"7786",1
"7787",22.1519999999997
"7788",20
"7789",NA
"7790",0
"7791",10.0833333333321
"7792",NA
"7793",5
"7794",2.20999999999821
"7795",NA
"7796",23.4166666666646
"7797",NA
"7798",5
"7799",10
"7800",3
"7801",3
"7802",3
"7803",10
"7804",NA
"7805",NA
"7806",NA
"7807",10
"7808",6
"7809",NA
"7810",NA
"7811",10.0833333333321
"7812",NA
"7813",NA
"7814",15.5
"7815",40
"7816",1
"7817",0
"7818",1
"7819",2
"7820",5
"7821",3
"7822",3
"7823",4
"7824",3
"7825",1
"7826",7.58333333333278
"7827",3
"7828",3
"7829",3
"7830",1
"7831",NA
"7832",7
"7833",4
"7834",NA
"7835",1
"7836",8
"7837",NA
"7838",5
"7839",0
"7840",0
"7841",NA
"7842",NA
"7843",1
"7844",7.58333333333278
"7845",0.0700000000004476
"7846",NA
"7847",10
"7848",10
"7849",10.388885466668
"7850",NA
"7851",5
"7852",NA
"7853",1
"7854",NA
"7855",7.58333333333278
"7856",22
"7857",14
"7858",10.2960000000005
"7859",1
"7860",7.58333333333278
"7861",20
"7862",25
"7863",24.7337599999977
"7864",2
"7865",2
"7866",2
"7867",6
"7868",6
"7869",6
"7870",2.36666666666689
"7871",4.58333333333278
"7872",23.7500000000426
"7873",6
"7874",23.1000000000648
"7875",10.0833333333321
"7876",2.36666666666689
"7877",2.26400000000013
"7878",2.36666666666689
"7879",5
"7880",25
"7881",2
"7882",NA
