"","GRAVsite"
"8877",9.41666666666556
"8878",9.41666666666556
"8879",9.41666666666556
"8880",9.41666666666556
"8881",9.41666666666556
"8882",9.41666666666556
"8883",9.41666666666556
"8884",14
"8885",15
"8886",2
"8887",40
"8888",3
"8889",10
"8890",14
"8891",20
"8892",12
"8893",28
"8894",3
"8895",24
"8896",0
"8897",11
"8898",6
"8899",6
"8900",3
"8901",3
"8902",15
"8903",11
"8904",9
"8905",11.7900000000001
"8906",1
"8907",29.0616320000025
"8908",12
"8909",1
"8910",4
"8911",15
"8912",1
"8913",9
"8914",10
"8915",4
"8916",25
"8917",14
"8918",11
"8919",9
"8920",0
"8921",27.5328000000051
"8922",12
"8923",12
"8924",29
"8925",0
"8926",25.3566666666697
"8927",25.3566666666697
"8928",25.3566666666697
"8929",25.3566666666697
"8930",25.3566666666697
"8931",25.3566666666697
"8932",25.3566666666697
"8933",25.3566666666697
"8934",25.3566666666697
"8935",25.3566666666697
"8936",25.3566666666697
"8937",25.3566666666697
"8938",25.3566666666697
"8939",25.3566666666697
"8940",25.3566666666697
"8941",25.3566666666697
"8942",25.3566666666697
"8943",25.3566666666697
"8944",25.3566666666697
"8945",25.3566666666697
"8946",25.3566666666697
"8947",25.3566666666697
"8948",25.3566666666697
"8949",25.3566666666697
"8950",25.3566666666697
"8951",25.3566666666697
"8952",25.3566666666697
"8953",25.3566666666697
"8954",25.3566666666697
"8955",25.3566666666697
"8956",25.3566666666697
"8957",25.3566666666697
"8958",25.3566666666697
"8959",25.3566666666697
"8960",25.3566666666697
"8961",25.3566666666697
"8962",25.3566666666697
"8963",25.3566666666697
"8964",25.3566666666697
"8965",20
"8966",32
"8967",9
"8968",9
"8969",9
"8970",9
"8971",3
"8972",29
"8973",14.8385494281362
"8974",14.8385494281362
"8975",14
"8976",10
"8977",4
"8978",4
"8979",4
"8980",10
"8981",30.4599999999977
"8982",9
"8983",10.1045759999948
"8984",11
"8985",35
"8986",24
"8987",5
"8988",11
"8989",9
"8990",9
"8991",12
"8992",11
"8993",11
"8994",11
"8995",11
"8996",17.749999999954
"8997",24
"8998",11
"8999",12
"9000",3
"9001",29
"9002",29
"9003",29
"9004",5
"9005",30.3333333333338
"9006",9
"9007",9
"9008",0.749999999999361
"9009",14
"9010",14
"9011",14
"9012",14
"9013",14
"9014",14
"9015",14
"9016",14
"9017",14
"9018",14
"9019",14
"9020",14
"9021",14
"9022",14
"9023",14
"9024",14
"9025",14
"9026",14
"9027",14
"9028",14
"9029",14
"9030",14
"9031",14
"9032",14
"9033",13.1666666666656
"9034",10
"9035",10
"9036",10
"9037",10
"9038",22
"9039",7.20000000000159
"9040",10
"9041",0
"9042",0
"9043",3
"9044",3
"9045",3
"9046",3
"9047",10
"9048",17
"9049",9
"9050",14
"9051",0
"9052",11
"9053",29
"9054",25.3639999999715
"9055",11
"9056",29
"9057",1
"9058",3
"9059",29
"9060",0
"9061",0
"9062",2
"9063",4.91475199999899
"9064",12.8659200000027
"9065",20
"9066",15
"9067",17
"9068",11
"9069",24
"9070",4
"9071",12
"9072",28
"9073",12
"9074",12
"9075",0
"9076",3
"9077",11
"9078",10
"9079",3
"9080",3
"9081",12
"9082",0
"9083",12
"9084",0
"9085",9
"9086",9
"9087",14
"9088",7
"9089",7
"9090",7
"9091",7
"9092",7
"9093",7
"9094",7
"9095",7
"9096",7
"9097",7
"9098",7
"9099",7
"9100",7
"9101",7
"9102",7
"9103",7
"9104",7
"9105",7
"9106",36
"9107",36
"9108",36
"9109",36
"9110",36
"9111",36
"9112",36
"9113",36
"9114",36
"9115",36
"9116",36
"9117",36
"9118",36
"9119",36
"9120",36
"9121",36
"9122",36
"9123",36
"9124",36
"9125",36
"9126",36
"9127",36
"9128",36
"9129",36
"9130",36
"9131",36
"9132",36
"9133",36
"9134",36
"9135",36
"9136",36
"9137",36
"9138",36
"9139",36
"9140",36
"9141",36
"9142",12
"9143",6
"9144",6
"9145",0
"9146",0
"9147",0
"9148",14
"9149",14
"9150",14
"9151",14
"9152",11
"9153",11
"9154",11
"9155",11
"9156",11
"9157",11
"9158",11
"9159",11
"9160",32
"9161",8.55946666666373
"9162",11
"9163",29
"9164",3
"9165",20.3479999999624
"9166",7
"9167",3
"9168",0
"9169",29
"9170",29
"9171",0
"9172",14
"9173",12
"9174",4
"9175",3
"9176",2
"9177",29
"9178",0
"9179",0
"9180",10
"9181",1
"9182",11
"9183",3
"9184",3
"9185",21
"9186",15
"9187",14
"9188",14
"9189",14
"9190",14
"9191",3
"9192",3
"9193",3
"9194",3
"9195",3
"9196",3
"9197",3
"9198",3
"9199",4
"9200",4
"9201",4
"9202",28.5000000000023
"9203",13.3333333333324
"9204",13.3333333333324
"9205",2
"9206",3
"9207",29
"9208",29
"9209",29
"9210",29
"9211",29
"9212",0
"9213",3
"9214",3
"9215",9
"9216",9
"9217",9
"9218",9
"9219",9
"9220",9
"9221",9
"9222",15
"9223",3
"9224",12
"9225",11
"9226",12.7992255999962
"9227",11
"9228",0
"9229",0
"9230",3
"9231",0
"9232",0
"9233",46
"9234",46
"9235",46
"9236",46
"9237",46
"9238",46
"9239",46
"9240",46
"9241",46
"9242",46
"9243",46
"9244",46
"9245",46
"9246",46
"9247",46
"9248",46
"9249",46
"9250",46
"9251",46
"9252",40
"9253",0
"9254",28
"9255",4
"9256",20
"9257",3.63000000000149
"9258",30
"9259",32
"9260",15
"9261",15.9066666666669
"9262",18.9906666666644
"9263",25
"9264",11
"9265",3
"9266",0
"9267",2.01280660624864
"9268",6.38888733332052
"9269",4
"9270",14
"9271",19.0279999999822
"9272",4
"9273",3
"9274",10.216879999982
"9275",11.8999999999847
"9276",3
"9277",12
"9278",12
"9279",11
"9280",11
"9281",10
"9282",17.3
"9283",11
"9284",23.3666666666583
"9285",5
"9286",24
"9287",5
"9288",3
"9289",3
"9290",0
"9291",2
"9292",2
"9293",25
"9294",38.9438448841636
"9295",29
"9296",32
"9297",21
"9298",21
"9299",9
"9300",40
"9301",10
"9302",3.13388799999994
"9303",2.5
"9304",2.5
"9305",2.5
"9306",2.5
"9307",2.5
"9308",2.5
"9309",2.5
"9310",2.5
"9311",2.5
"9312",2.5
"9313",2.5
"9314",2.5
"9315",2.5
"9316",4
"9317",4
"9318",4
"9319",4
"9320",4
"9321",4
"9322",4
"9323",4
"9324",4
"9325",4
"9326",4
"9327",4
"9328",4
"9329",4
"9330",1
"9331",1
"9332",1
"9333",1
"9334",1
"9335",1
"9336",1
"9337",1
"9338",0
"9339",14
"9340",2
"9341",3
"9342",15
"9343",0
"9344",31
"9345",14
"9346",1
"9347",0
"9348",0
"9349",10
"9350",2
"9351",0
"9352",0
"9353",0
"9354",0
"9355",0
"9356",9
"9357",2
"9358",0
"9359",0
"9360",2
"9361",14
"9362",2
"9363",0
"9364",4
"9365",14
"9366",10
"9367",1
"9368",1
"9369",1
"9370",2
"9371",14
"9372",14
"9373",14
"9374",0
"9375",0
"9376",0
"9377",0
"9378",0
"9379",0
"9380",0
"9381",0
"9382",0
"9383",0
"9384",0
"9385",0
"9386",0
"9387",2.5
"9388",0
"9389",0
"9390",15
"9391",15
"9392",15
"9393",15
"9394",15
"9395",15
"9396",15
"9397",15
"9398",15
"9399",15
"9400",15
"9401",15
"9402",15
"9403",15
"9404",15
"9405",15
"9406",15
"9407",15
"9408",15
"9409",15
"9410",15
"9411",15
"9412",0
"9413",1.08333333333344
"9414",1.08333333333344
"9415",1.08333333333344
"9416",1.08333333333344
"9417",1.08333333333344
"9418",1
"9419",1
"9420",1
"9421",1
"9422",1
"9423",1
"9424",1
"9425",1
"9426",1
"9427",1
"9428",1
"9429",1
"9430",1
"9431",1
"9432",1
"9433",4
"9434",4
"9435",0
"9436",0
"9437",0
"9438",0
"9439",0
"9440",0
"9441",0
"9442",0
"9443",0
"9444",0
"9445",0
"9446",0
"9447",0
"9448",0
"9449",0
"9450",0
"9451",3
"9452",3
"9453",3
"9454",3
"9455",3
"9456",3
"9457",3
"9458",3
"9459",3
"9460",0
"9461",0
"9462",1
"9463",1
"9464",14
"9465",3
"9466",3
"9467",3
"9468",3
"9469",3
"9470",3
"9471",1
"9472",22
"9473",22
"9474",0
"9475",0
"9476",25
"9477",25
"9478",25
"9479",0
"9480",0
"9481",0
"9482",0
"9483",0
"9484",0
"9485",0
"9486",0
"9487",0
"9488",0
"9489",0
"9490",0
"9491",0
"9492",0
"9493",0
"9494",0
"9495",0
"9496",0
"9497",0
"9498",0
"9499",0
"9500",0
"9501",0
"9502",0
"9503",0
"9504",0
"9505",0
"9506",0
"9507",0
"9508",0
"9509",0
"9510",0
"9511",0
"9512",0
"9513",0
"9514",0
"9515",0
"9516",0
"9517",0
"9518",0
"9519",0
"9520",0
"9521",0
"9522",0
"9523",0
"9524",1
"9525",0
"9526",0
"9527",1
"9528",1
"9529",1
"9530",1
"9531",1
"9532",4
"9533",4
"9534",4
"9535",4
"9536",4
"9537",4
"9538",4
"9539",4
"9540",4
"9541",4
"9542",4
"9543",0
"9544",0
"9545",0
"9546",0
"9547",0
"9548",0
"9549",0
"9550",0
"9551",0
"9552",0
"9553",0
"9554",0
"9555",0
"9556",0
"9557",4
"9558",4
"9559",4
"9560",4
"9561",4
"9562",4
"9563",4
"9564",2
"9565",2
"9566",2
"9567",2
"9568",3
"9569",3
"9570",3
"9571",3
"9572",3
"9573",1
"9574",0
"9575",22
"9576",14
"9577",15
"9578",1
"9579",1
"9580",1
"9581",1
"9582",1
"9583",10
"9584",10
"9585",10
"9586",10
"9587",0
"9588",1
"9589",1
"9590",1
"9591",1
"9592",1
"9593",1
"9594",1
"9595",1
"9596",1
"9597",1
"9598",1
"9599",1
"9600",1
"9601",1
"9602",1
"9603",1
"9604",1
"9605",1
"9606",1
"9607",1
"9608",1
"9609",1
"9610",1
"9611",1
"9612",1
"9613",4
"9614",4
"9615",4
"9616",4
"9617",4
"9618",4
"9619",4
"9620",4
"9621",4
"9622",4
"9623",4
"9624",4
"9625",4
"9626",4
"9627",4
"9628",4
"9629",3
"9630",3
"9631",3
"9632",3
"9633",4
"9634",16.8399999999769
"9635",0
"9636",2
"9637",0
"9638",0
"9639",0
"9640",0
"9641",14
"9642",1
"9643",0
"9644",5.69600000000186
"9645",9
"9646",1
"9647",1
"9648",1
"9649",1
"9650",1
"9651",1
"9652",1
"9653",4
"9654",0
"9655",0
"9656",0
"9657",0
"9658",1
"9659",2
"9660",4
"9661",0
"9662",0
"9663",0
"9664",0
"9665",0
"9666",0
"9667",22
"9668",2
"9669",14
"9670",0
"9671",5.86399999999947
"9672",1
"9673",1
"9674",0
"9675",9
"9676",0
"9677",1
"9678",22
"9679",0
"9680",0
"9681",0.134901315300084
"9682",25
"9683",0
"9684",1
"9685",22
"9686",0
"9687",8
"9688",8
"9689",3
"9690",3
"9691",1
"9692",1
"9693",1
"9694",1
"9695",1
"9696",1
"9697",1
"9698",9
"9699",15
"9700",15
"9701",15
"9702",15
"9703",15
"9704",15
"9705",1
"9706",2.33333333333245
"9707",2.33333333333245
"9708",2.33333333333245
"9709",2.33333333333245
"9710",2.33333333333245
"9711",NA
"9712",NA
"9713",NA
"9714",NA
"9715",NA
"9716",NA
"9717",NA
"9718",NA
"9719",NA
"9720",22
"9721",15
"9722",0
"9723",0
"9724",3
"9725",10
"9726",1
"9727",2.96982200000074
"9728",3
"9729",3
"9730",3
"9731",3
"9732",22
"9733",7.05234760003821
"9734",8
"9735",1
"9736",9
"9737",14
"9738",0
"9739",14
"9740",22
"9741",0
"9742",0
"9743",0
"9744",4
"9745",1
"9746",2
"9747",1
"9748",0
"9749",0
"9750",0
"9751",3
"9752",2
"9753",0
"9754",0
"9755",14
"9756",8
"9757",0
"9758",25
"9759",2
"9760",1
"9761",1
"9762",1
"9763",3
"9764",3
"9765",3
"9766",3
"9767",3
"9768",3
"9769",3
"9770",3
"9771",3
"9772",3
"9773",3
"9774",3
"9775",3
"9776",3
"9777",3
"9778",3
"9779",3
"9780",3
"9781",3
"9782",3
"9783",3
"9784",3
"9785",3
"9786",3
"9787",3
"9788",3
"9789",3
"9790",3
"9791",3
"9792",3
"9793",3
"9794",3
"9795",3
"9796",3
"9797",3
"9798",3
"9799",3
"9800",3
"9801",3
"9802",3
"9803",3
"9804",3
"9805",3
"9806",3
"9807",3
"9808",3
"9809",3
"9810",3
"9811",3
"9812",3
"9813",3
"9814",3
"9815",3
"9816",3
"9817",3
"9818",3
"9819",3
"9820",3
"9821",3
"9822",3
"9823",3
"9824",3
"9825",3
"9826",3
"9827",3
"9828",3
"9829",3
"9830",3
"9831",3
"9832",3
"9833",3
"9834",3
"9835",3
"9836",3
"9837",3
"9838",3
"9839",3
"9840",3
"9841",3
"9842",3
"9843",3
"9844",3
"9845",3
"9846",3
"9847",3
"9848",3
"9849",3
"9850",3
"9851",3
"9852",3
"9853",3
"9854",3
"9855",2
"9856",22
"9857",2
"9858",2
"9859",2
"9860",1
"9861",1
"9862",1
"9863",2
"9864",2
"9865",0
"9866",1
"9867",31
"9868",22
"9869",2
"9870",14
"9871",1
"9872",1
"9873",1
"9874",21.7583359999983
"9875",0
"9876",0
"9877",1
"9878",4
"9879",4
"9880",4
"9881",4
"9882",4
"9883",4
"9884",4
"9885",4
"9886",4
"9887",4
"9888",4
"9889",4
"9890",4
"9891",4
"9892",4
"9893",4
"9894",4
"9895",0
"9896",0
"9897",0
"9898",22
"9899",1
"9900",0
"9901",2
"9902",0
"9903",1
"9904",1
"9905",0
"9906",0
"9907",25
"9908",0
"9909",9
"9910",14
"9911",22
"9912",2
"9913",3
"9914",5
"9915",3.92399999997694
"9916",NA
"9917",NA
"9918",NA
"9919",NA
"9920",NA
"9921",NA
"9922",NA
"9923",NA
"9924",NA
"9925",NA
"9926",NA
"9927",NA
"9928",NA
"9929",NA
"9930",NA
"9931",NA
"9932",1
"9933",2
"9934",14
"9935",0
"9936",15
"9937",NA
"9938",NA
"9939",NA
"9940",NA
"9941",NA
"9942",NA
"9943",NA
"9944",NA
"9945",22
"9946",1
"9947",22
"9948",1
"9949",3
"9950",3
"9951",3
"9952",3
"9953",3
"9954",3
"9955",3
"9956",3
"9957",3
"9958",3
"9959",3
"9960",3
"9961",3
"9962",3
"9963",3
"9964",0
"9965",0
"9966",0
"9967",0
"9968",2
"9969",1
"9970",0
"9971",4
"9972",0
"9973",0
"9974",1
"9975",0
"9976",0
"9977",0
"9978",9
"9979",0
"9980",10
"9981",5.17245131974049
"9982",1
"9983",15
"9984",15
"9985",15
"9986",15
"9987",15
"9988",15
"9989",15
"9990",15
"9991",15
"9992",NA
"9993",NA
"9994",NA
"9995",NA
"9996",NA
"9997",NA
"9998",NA
"9999",NA
"10000",NA
"10001",NA
"10002",NA
"10003",NA
"10004",NA
"10005",NA
"10006",NA
"10007",NA
"10008",5.75000000000166
"10009",5.75000000000166
"10010",5.75000000000166
"10011",NA
"10012",NA
"10013",NA
"10014",NA
"10015",NA
"10016",NA
"10017",NA
"10018",NA
"10019",NA
"10020",NA
"10021",NA
"10022",NA
"10023",NA
"10024",NA
"10025",0
"10026",44
"10027",44
"10028",44
"10029",44
"10030",44
"10031",44
"10032",8
"10033",30.7000000000046
"10034",11.8888916888819
"10035",11.8888916888819
"10036",11.8888916888819
"10037",11.8888916888819
"10038",NA
"10039",NA
"10040",NA
"10041",NA
"10042",NA
"10043",NA
"10044",NA
"10045",NA
"10046",NA
"10047",NA
"10048",NA
"10049",NA
"10050",NA
"10051",NA
"10052",NA
"10053",NA
"10054",NA
"10055",NA
"10056",NA
"10057",NA
"10058",NA
"10059",NA
"10060",NA
"10061",NA
"10062",NA
"10063",NA
"10064",NA
"10065",NA
"10066",NA
"10067",NA
"10068",NA
"10069",NA
"10070",NA
"10071",NA
"10072",NA
"10073",NA
"10074",NA
"10075",NA
"10076",NA
"10077",NA
"10078",NA
"10079",NA
"10080",NA
"10081",NA
"10082",NA
"10083",NA
"10084",NA
"10085",NA
"10086",NA
"10087",NA
"10088",NA
"10089",NA
"10090",NA
"10091",NA
"10092",NA
"10093",NA
"10094",NA
"10095",NA
"10096",NA
"10097",NA
"10098",NA
"10099",NA
"10100",NA
"10101",NA
"10102",NA
"10103",NA
"10104",NA
"10105",NA
"10106",NA
"10107",NA
"10108",NA
"10109",NA
"10110",NA
"10111",NA
"10112",NA
"10113",NA
"10114",NA
"10115",NA
"10116",NA
"10117",NA
"10118",NA
"10119",NA
"10120",NA
"10121",NA
"10122",NA
"10123",NA
"10124",NA
"10125",NA
"10126",NA
"10127",NA
"10128",NA
"10129",NA
"10130",NA
"10131",NA
"10132",NA
"10133",NA
"10134",NA
"10135",NA
"10136",NA
"10137",NA
"10138",NA
"10139",NA
"10140",NA
"10141",NA
"10142",NA
"10143",NA
"10144",NA
"10145",NA
"10146",NA
"10147",NA
"10148",NA
"10149",NA
"10150",NA
"10151",NA
"10152",NA
"10153",NA
"10154",NA
"10155",NA
"10156",NA
"10157",NA
"10158",NA
"10159",NA
"10160",NA
"10161",NA
"10162",NA
"10163",NA
"10164",NA
"10165",NA
"10166",NA
"10167",NA
"10168",NA
"10169",NA
"10170",NA
"10171",NA
"10172",NA
"10173",NA
"10174",NA
"10175",NA
"10176",NA
"10177",NA
"10178",NA
"10179",NA
"10180",NA
"10181",8
"10182",8
"10183",8
"10184",8
"10185",8
"10186",27.4444412888894
"10187",27.4444412888894
"10188",27.4444412888894
"10189",27.4444412888894
"10190",27.4444412888894
"10191",27.4444412888894
"10192",27.4444412888894
"10193",27.4444412888894
"10194",27.4444412888894
"10195",27.4444412888894
"10196",27.4444412888894
"10197",NA
"10198",NA
"10199",NA
"10200",NA
"10201",NA
"10202",NA
"10203",NA
"10204",4
"10205",4
"10206",4
"10207",4
"10208",4
"10209",4
"10210",4
"10211",4
"10212",4
"10213",4
"10214",4
"10215",4
"10216",4
"10217",4
"10218",4
"10219",4
"10220",NA
"10221",NA
"10222",0
"10223",0
"10224",0
"10225",0
"10226",0
"10227",0
"10228",0
"10229",NA
"10230",NA
"10231",NA
"10232",NA
"10233",NA
"10234",NA
"10235",NA
"10236",NA
"10237",NA
"10238",NA
"10239",NA
"10240",NA
"10241",NA
"10242",NA
"10243",NA
"10244",NA
"10245",NA
"10246",NA
"10247",NA
"10248",NA
"10249",NA
"10250",NA
"10251",NA
"10252",NA
"10253",4
"10254",4
"10255",4
"10256",4
"10257",4
"10258",4
"10259",4
"10260",4
"10261",4
"10262",4
"10263",4
"10264",NA
"10265",NA
"10266",NA
"10267",NA
"10268",NA
"10269",NA
"10270",NA
"10271",NA
"10272",NA
"10273",NA
"10274",NA
"10275",NA
"10276",NA
"10277",NA
"10278",NA
"10279",NA
"10280",NA
"10281",NA
"10282",NA
"10283",NA
"10284",NA
"10285",NA
"10286",NA
"10287",NA
"10288",NA
"10289",NA
"10290",NA
"10291",3
"10292",NA
"10293",NA
"10294",NA
"10295",NA
"10296",NA
"10297",NA
"10298",NA
"10299",NA
"10300",NA
"10301",NA
"10302",NA
"10303",NA
"10304",NA
"10305",NA
"10306",NA
"10307",NA
"10308",NA
"10309",NA
"10310",NA
"10311",NA
"10312",NA
"10313",NA
"10314",NA
"10315",NA
"10316",NA
"10317",NA
"10318",NA
"10319",NA
"10320",NA
"10321",NA
"10322",NA
"10323",NA
"10324",NA
"10325",NA
"10326",NA
"10327",NA
"10328",NA
"10329",NA
"10330",NA
"10331",NA
"10332",NA
"10333",NA
"10334",NA
"10335",NA
"10336",NA
"10337",NA
"10338",NA
"10339",NA
"10340",NA
"10341",NA
"10342",NA
"10343",NA
"10344",NA
"10345",NA
"10346",NA
"10347",NA
"10348",NA
"10349",NA
"10350",NA
"10351",NA
"10352",NA
"10353",NA
"10354",NA
"10355",NA
"10356",NA
"10357",NA
"10358",NA
"10359",NA
"10360",NA
"10361",NA
"10362",NA
"10363",NA
"10364",NA
"10365",NA
"10366",NA
"10367",NA
"10368",NA
"10369",NA
"10370",NA
"10371",NA
"10372",NA
"10373",NA
"10374",NA
"10375",NA
"10376",NA
"10377",NA
"10378",NA
"10379",NA
"10380",NA
"10381",3
"10382",NA
"10383",NA
"10384",NA
"10385",NA
"10386",NA
"10387",NA
"10388",NA
"10389",7
"10390",NA
"10391",NA
"10392",NA
"10393",NA
"10394",NA
"10395",NA
"10396",NA
"10397",NA
"10398",NA
"10399",NA
"10400",NA
"10401",NA
"10402",NA
"10403",NA
"10404",NA
"10405",NA
"10406",NA
"10407",NA
"10408",NA
"10409",NA
"10410",NA
"10411",NA
"10412",NA
"10413",NA
"10414",NA
"10415",NA
"10416",NA
"10417",NA
"10418",NA
"10419",NA
"10420",NA
"10421",NA
"10422",NA
"10423",NA
"10424",NA
"10425",NA
"10426",NA
"10427",1
"10428",1
"10429",1
"10430",1
"10431",1
"10432",1
"10433",1
"10434",NA
"10435",NA
"10436",NA
"10437",NA
"10438",NA
"10439",NA
"10440",NA
"10441",NA
"10442",NA
"10443",NA
"10444",NA
"10445",NA
"10446",NA
"10447",NA
"10448",NA
"10449",NA
"10450",NA
"10451",NA
"10452",NA
"10453",NA
"10454",NA
"10455",NA
"10456",NA
"10457",NA
"10458",NA
"10459",NA
"10460",NA
"10461",NA
"10462",NA
"10463",NA
"10464",NA
"10465",NA
"10466",NA
"10467",NA
"10468",NA
"10469",NA
"10470",NA
"10471",NA
"10472",NA
"10473",NA
"10474",NA
"10475",NA
"10476",NA
"10477",NA
"10478",NA
"10479",NA
"10480",NA
"10481",NA
"10482",NA
"10483",NA
"10484",NA
"10485",NA
"10486",NA
"10487",NA
"10488",NA
"10489",NA
"10490",NA
"10491",NA
"10492",NA
"10493",NA
"10494",NA
"10495",NA
"10496",NA
"10497",NA
"10498",NA
"10499",NA
"10500",NA
"10501",NA
"10502",NA
"10503",NA
"10504",NA
"10505",NA
"10506",NA
"10507",NA
"10508",NA
"10509",NA
"10510",NA
"10511",6
"10512",6
"10513",6
"10514",6
"10515",6
"10516",6
"10517",6
"10518",6
"10519",6
"10520",6
"10521",NA
"10522",NA
"10523",NA
"10524",NA
"10525",NA
"10526",NA
"10527",NA
"10528",NA
"10529",NA
"10530",NA
"10531",NA
"10532",NA
"10533",NA
"10534",NA
"10535",NA
"10536",NA
"10537",NA
"10538",NA
"10539",NA
"10540",NA
"10541",NA
"10542",NA
"10543",NA
"10544",NA
"10545",NA
"10546",NA
"10547",NA
"10548",NA
"10549",NA
"10550",NA
"10551",NA
"10552",NA
"10553",NA
"10554",NA
"10555",NA
"10556",NA
"10557",NA
"10558",NA
"10559",NA
"10560",NA
"10561",NA
"10562",NA
"10563",NA
"10564",NA
"10565",NA
"10566",NA
"10567",NA
"10568",NA
"10569",NA
"10570",NA
"10571",NA
"10572",NA
"10573",NA
"10574",NA
"10575",NA
"10576",NA
"10577",NA
"10578",NA
"10579",NA
"10580",NA
"10581",NA
"10582",NA
"10583",NA
"10584",NA
"10585",NA
"10586",NA
"10587",NA
"10588",NA
"10589",NA
"10590",NA
"10591",NA
"10592",NA
"10593",NA
"10594",NA
"10595",NA
"10596",NA
"10597",NA
"10598",NA
"10599",NA
"10600",NA
"10601",NA
"10602",NA
"10603",NA
"10604",NA
"10605",NA
"10606",NA
"10607",NA
"10608",NA
"10609",NA
"10610",NA
"10611",NA
"10612",NA
"10613",NA
"10614",NA
"10615",NA
"10616",NA
"10617",NA
"10618",NA
"10619",NA
"10620",NA
"10621",NA
"10622",NA
"10623",NA
"10624",NA
"10625",NA
"10626",NA
"10627",NA
"10628",NA
"10629",NA
"10630",NA
"10631",NA
"10632",NA
"10633",NA
"10634",NA
"10635",NA
"10636",NA
"10637",NA
"10638",NA
"10639",NA
"10640",NA
"10641",NA
"10642",NA
"10643",NA
"10644",NA
"10645",NA
"10646",NA
"10647",NA
"10648",NA
"10649",NA
"10650",NA
"10651",NA
"10652",NA
"10653",NA
"10654",NA
"10655",NA
"10656",NA
"10657",NA
"10658",NA
"10659",NA
"10660",NA
"10661",NA
"10662",NA
"10663",NA
"10664",NA
"10665",NA
"10666",NA
"10667",NA
"10668",NA
"10669",NA
"10670",NA
"10671",NA
"10672",NA
"10673",NA
"10674",NA
"10675",NA
"10676",NA
"10677",NA
"10678",NA
"10679",NA
"10680",NA
"10681",NA
"10682",NA
"10683",NA
"10684",NA
"10685",NA
"10686",NA
"10687",NA
"10688",NA
"10689",NA
"10690",NA
"10691",NA
"10692",NA
"10693",NA
"10694",NA
"10695",NA
"10696",NA
"10697",NA
"10698",NA
"10699",NA
"10700",NA
"10701",NA
"10702",NA
"10703",NA
"10704",NA
"10705",NA
"10706",NA
"10707",NA
"10708",NA
"10709",NA
"10710",NA
"10711",NA
"10712",NA
"10713",NA
"10714",NA
"10715",NA
"10716",NA
"10717",NA
"10718",NA
"10719",NA
"10720",NA
"10721",NA
"10722",NA
"10723",NA
"10724",NA
"10725",NA
"10726",NA
"10727",NA
"10728",NA
"10729",NA
"10730",NA
"10731",NA
"10732",NA
"10733",NA
"10734",NA
"10735",NA
"10736",NA
"10737",NA
"10738",NA
"10739",NA
"10740",NA
"10741",NA
"10742",NA
"10743",NA
"10744",NA
"10745",NA
"10746",NA
"10747",NA
"10748",NA
"10749",NA
"10750",NA
"10751",NA
"10752",NA
"10753",NA
"10754",NA
"10755",NA
"10756",NA
"10757",NA
"10758",NA
"10759",NA
"10760",NA
"10761",NA
"10762",NA
"10763",NA
"10764",NA
"10765",NA
"10766",NA
"10767",NA
"10768",NA
"10769",NA
"10770",NA
"10771",NA
"10772",NA
"10773",NA
"10774",NA
"10775",NA
"10776",NA
"10777",NA
"10778",NA
"10779",NA
"10780",NA
"10781",NA
"10782",NA
"10783",NA
"10784",NA
"10785",NA
"10786",NA
"10787",NA
"10788",NA
"10789",NA
"10790",NA
"10791",NA
"10792",NA
"10793",NA
"10794",NA
"10795",NA
"10796",NA
"10797",NA
"10798",NA
"10799",NA
"10800",NA
"10801",NA
"10802",NA
"10803",NA
"10804",NA
"10805",NA
"10806",NA
"10807",NA
"10808",NA
"10809",NA
"10810",NA
"10811",NA
"10812",NA
"10813",NA
"10814",NA
"10815",NA
"10816",NA
"10817",NA
"10818",NA
"10819",NA
"10820",NA
"10821",NA
"10822",NA
"10823",NA
"10824",NA
"10825",NA
"10826",NA
"10827",NA
"10828",NA
"10829",NA
"10830",NA
"10831",NA
"10832",NA
"10833",NA
"10834",NA
"10835",NA
"10836",NA
"10837",NA
"10838",NA
"10839",NA
"10840",NA
"10841",NA
"10842",NA
"10843",NA
"10844",NA
"10845",NA
"10846",NA
"10847",NA
"10848",NA
"10849",NA
"10850",NA
"10851",NA
"10852",NA
"10853",NA
"10854",NA
"10855",NA
"10856",NA
"10857",NA
"10858",NA
"10859",NA
"10860",NA
"10861",NA
"10862",NA
"10863",NA
"10864",NA
"10865",NA
"10866",NA
"10867",NA
"10868",NA
"10869",NA
"10870",1
"10871",NA
"10872",NA
"10873",NA
"10874",NA
"10875",NA
"10876",NA
"10877",NA
"10878",NA
"10879",NA
"10880",NA
"10881",NA
"10882",NA
"10883",NA
"10884",NA
"10885",NA
"10886",NA
"10887",NA
"10888",NA
"10889",NA
"10890",NA
"10891",NA
"10892",NA
"10893",NA
"10894",NA
"10895",NA
"10896",NA
"10897",NA
"10898",NA
"10899",NA
"10900",NA
"10901",NA
"10902",NA
"10903",NA
"10904",NA
"10905",NA
"10906",NA
"10907",NA
"10908",NA
"10909",NA
"10910",NA
"10911",NA
"10912",NA
"10913",NA
"10914",NA
"10915",NA
"10916",NA
"10917",NA
"10918",NA
"10919",NA
"10920",NA
"10921",NA
"10922",NA
"10923",NA
"10924",NA
"10925",NA
"10926",NA
"10927",NA
"10928",NA
"10929",NA
"10930",NA
"10931",NA
"10932",NA
"10933",NA
"10934",NA
"10935",NA
"10936",NA
"10937",NA
"10938",NA
