"","leftJoinDf.elevation","leftJoinDf.elevation.1","leftJoinDf.elevation.2","leftJoinDf.elevation.3","leftJoinDf.elevation.4","leftJoinDf.elevation.5","leftJoinDf.elevation.6","leftJoinDf.elevation.7","leftJoinDf.elevation.8","leftJoinDf.elevation.9","leftJoinDf.elevation.10","leftJoinDf.elevation.11"
"15136",1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226
"15137",337,337,337,337,337,337,337,337,337,337,337,337
"15138",337,337,337,337,337,337,337,337,337,337,337,337
"15139",337,337,337,337,337,337,337,337,337,337,337,337
"15140",337,337,337,337,337,337,337,337,337,337,337,337
"15141",337,337,337,337,337,337,337,337,337,337,337,337
"15142",337,337,337,337,337,337,337,337,337,337,337,337
"15143",337,337,337,337,337,337,337,337,337,337,337,337
"15144",337,337,337,337,337,337,337,337,337,337,337,337
"15145",770,770,770,770,770,770,770,770,770,770,770,770
"15146",770,770,770,770,770,770,770,770,770,770,770,770
"15147",770,770,770,770,770,770,770,770,770,770,770,770
"15148",770,770,770,770,770,770,770,770,770,770,770,770
"15149",770,770,770,770,770,770,770,770,770,770,770,770
"15150",770,770,770,770,770,770,770,770,770,770,770,770
"15151",770,770,770,770,770,770,770,770,770,770,770,770
"15152",770,770,770,770,770,770,770,770,770,770,770,770
"15153",770,770,770,770,770,770,770,770,770,770,770,770
"15154",770,770,770,770,770,770,770,770,770,770,770,770
"15155",770,770,770,770,770,770,770,770,770,770,770,770
"15156",770,770,770,770,770,770,770,770,770,770,770,770
"15157",770,770,770,770,770,770,770,770,770,770,770,770
"15158",770,770,770,770,770,770,770,770,770,770,770,770
"15159",770,770,770,770,770,770,770,770,770,770,770,770
"15160",770,770,770,770,770,770,770,770,770,770,770,770
"15161",770,770,770,770,770,770,770,770,770,770,770,770
"15162",765,765,765,765,765,765,765,765,765,765,765,765
"15163",765,765,765,765,765,765,765,765,765,765,765,765
"15164",765,765,765,765,765,765,765,765,765,765,765,765
"15165",765,765,765,765,765,765,765,765,765,765,765,765
"15166",765,765,765,765,765,765,765,765,765,765,765,765
"15167",765,765,765,765,765,765,765,765,765,765,765,765
"15168",765,765,765,765,765,765,765,765,765,765,765,765
"15169",765,765,765,765,765,765,765,765,765,765,765,765
"15170",765,765,765,765,765,765,765,765,765,765,765,765
"15171",765,765,765,765,765,765,765,765,765,765,765,765
"15172",765,765,765,765,765,765,765,765,765,765,765,765
"15173",765,765,765,765,765,765,765,765,765,765,765,765
"15174",765,765,765,765,765,765,765,765,765,765,765,765
"15175",765,765,765,765,765,765,765,765,765,765,765,765
"15176",765,765,765,765,765,765,765,765,765,765,765,765
"15177",765,765,765,765,765,765,765,765,765,765,765,765
"15178",765,765,765,765,765,765,765,765,765,765,765,765
"15179",765,765,765,765,765,765,765,765,765,765,765,765
"15180",765,765,765,765,765,765,765,765,765,765,765,765
"15181",765,765,765,765,765,765,765,765,765,765,765,765
"15182",765,765,765,765,765,765,765,765,765,765,765,765
"15183",765,765,765,765,765,765,765,765,765,765,765,765
"15184",765,765,765,765,765,765,765,765,765,765,765,765
"15185",765,765,765,765,765,765,765,765,765,765,765,765
"15186",80,80,80,80,80,80,80,80,80,80,80,80
"15187",80,80,80,80,80,80,80,80,80,80,80,80
"15188",80,80,80,80,80,80,80,80,80,80,80,80
"15189",80,80,80,80,80,80,80,80,80,80,80,80
"15190",80,80,80,80,80,80,80,80,80,80,80,80
"15191",80,80,80,80,80,80,80,80,80,80,80,80
"15192",80,80,80,80,80,80,80,80,80,80,80,80
"15193",80,80,80,80,80,80,80,80,80,80,80,80
"15194",80,80,80,80,80,80,80,80,80,80,80,80
"15195",80,80,80,80,80,80,80,80,80,80,80,80
"15196",80,80,80,80,80,80,80,80,80,80,80,80
"15197",80,80,80,80,80,80,80,80,80,80,80,80
"15198",80,80,80,80,80,80,80,80,80,80,80,80
"15199",80,80,80,80,80,80,80,80,80,80,80,80
"15200",80,80,80,80,80,80,80,80,80,80,80,80
"15201",80,80,80,80,80,80,80,80,80,80,80,80
"15202",80,80,80,80,80,80,80,80,80,80,80,80
"15203",80,80,80,80,80,80,80,80,80,80,80,80
"15204",80,80,80,80,80,80,80,80,80,80,80,80
"15205",80,80,80,80,80,80,80,80,80,80,80,80
"15206",80,80,80,80,80,80,80,80,80,80,80,80
"15207",80,80,80,80,80,80,80,80,80,80,80,80
"15208",80,80,80,80,80,80,80,80,80,80,80,80
"15209",2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480
"15210",1812,1812,1812,1812,1812,1812,1812,1812,1812,1812,1812,1812
"15211",1812,1812,1812,1812,1812,1812,1812,1812,1812,1812,1812,1812
"15212",1812,1812,1812,1812,1812,1812,1812,1812,1812,1812,1812,1812
"15213",1812,1812,1812,1812,1812,1812,1812,1812,1812,1812,1812,1812
"15214",75,75,75,75,75,75,75,75,75,75,75,75
"15215",75,75,75,75,75,75,75,75,75,75,75,75
"15216",965,965,965,965,965,965,965,965,965,965,965,965
"15217",965,965,965,965,965,965,965,965,965,965,965,965
"15218",965,965,965,965,965,965,965,965,965,965,965,965
"15219",965,965,965,965,965,965,965,965,965,965,965,965
"15220",137,137,137,137,137,137,137,137,137,137,137,137
"15221",3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237
"15222",3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237
"15223",3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237
"15224",3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237
"15225",3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237
"15226",27,27,27,27,27,27,27,27,27,27,27,27
"15227",89,89,89,89,89,89,89,89,89,89,89,89
"15228",79,79,79,79,79,79,79,79,79,79,79,79
"15229",705,705,705,705,705,705,705,705,705,705,705,705
"15230",705,705,705,705,705,705,705,705,705,705,705,705
"15231",705,705,705,705,705,705,705,705,705,705,705,705
"15232",705,705,705,705,705,705,705,705,705,705,705,705
"15233",705,705,705,705,705,705,705,705,705,705,705,705
"15234",705,705,705,705,705,705,705,705,705,705,705,705
"15235",1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064
"15236",1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726
"15237",607,607,607,607,607,607,607,607,607,607,607,607
"15238",607,607,607,607,607,607,607,607,607,607,607,607
"15239",607,607,607,607,607,607,607,607,607,607,607,607
"15240",607,607,607,607,607,607,607,607,607,607,607,607
"15241",607,607,607,607,607,607,607,607,607,607,607,607
"15242",607,607,607,607,607,607,607,607,607,607,607,607
"15243",455,455,455,455,455,455,455,455,455,455,455,455
"15244",455,455,455,455,455,455,455,455,455,455,455,455
"15245",455,455,455,455,455,455,455,455,455,455,455,455
"15246",7,7,7,7,7,7,7,7,7,7,7,7
"15247",7,7,7,7,7,7,7,7,7,7,7,7
"15248",7,7,7,7,7,7,7,7,7,7,7,7
"15249",7,7,7,7,7,7,7,7,7,7,7,7
"15250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15251",1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385
"15252",1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385
"15253",2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025
"15254",698,698,698,698,698,698,698,698,698,698,698,698
"15255",698,698,698,698,698,698,698,698,698,698,698,698
"15256",698,698,698,698,698,698,698,698,698,698,698,698
"15257",698,698,698,698,698,698,698,698,698,698,698,698
"15258",698,698,698,698,698,698,698,698,698,698,698,698
"15259",698,698,698,698,698,698,698,698,698,698,698,698
"15260",3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,3314
"15261",1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926
"15262",3199,3199,3199,3199,3199,3199,3199,3199,3199,3199,3199,3199
"15263",235,235,235,235,235,235,235,235,235,235,235,235
"15264",235,235,235,235,235,235,235,235,235,235,235,235
"15265",2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193
"15266",1537,1537,1537,1537,1537,1537,1537,1537,1537,1537,1537,1537
"15267",1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640
"15268",1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319
"15269",2352,2352,2352,2352,2352,2352,2352,2352,2352,2352,2352,2352
"15270",1667,1667,1667,1667,1667,1667,1667,1667,1667,1667,1667,1667
"15271",1667,1667,1667,1667,1667,1667,1667,1667,1667,1667,1667,1667
"15272",1,1,1,1,1,1,1,1,1,1,1,1
"15273",1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187
"15274",221,221,221,221,221,221,221,221,221,221,221,221
"15275",1,1,1,1,1,1,1,1,1,1,1,1
"15276",1,1,1,1,1,1,1,1,1,1,1,1
"15277",1,1,1,1,1,1,1,1,1,1,1,1
"15278",3391,3391,3391,3391,3391,3391,3391,3391,3391,3391,3391,3391
"15279",3272,3272,3272,3272,3272,3272,3272,3272,3272,3272,3272,3272
"15280",1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458
"15281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15285",280,280,280,280,280,280,280,280,280,280,280,280
"15286",2247,2247,2247,2247,2247,2247,2247,2247,2247,2247,2247,2247
"15287",26,26,26,26,26,26,26,26,26,26,26,26
"15288",3136,3136,3136,3136,3136,3136,3136,3136,3136,3136,3136,3136
"15289",2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159
"15290",3,3,3,3,3,3,3,3,3,3,3,3
"15291",3,3,3,3,3,3,3,3,3,3,3,3
"15292",3,3,3,3,3,3,3,3,3,3,3,3
"15293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15297",1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260
"15298",2051,2051,2051,2051,2051,2051,2051,2051,2051,2051,2051,2051
"15299",1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335
"15300",1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335
"15301",2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384
"15302",392,392,392,392,392,392,392,392,392,392,392,392
"15303",2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558
"15304",2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800
"15305",94,94,94,94,94,94,94,94,94,94,94,94
"15306",94,94,94,94,94,94,94,94,94,94,94,94
"15307",154,154,154,154,154,154,154,154,154,154,154,154
"15308",154,154,154,154,154,154,154,154,154,154,154,154
"15309",154,154,154,154,154,154,154,154,154,154,154,154
"15310",2213,2213,2213,2213,2213,2213,2213,2213,2213,2213,2213,2213
"15311",3356,3356,3356,3356,3356,3356,3356,3356,3356,3356,3356,3356
"15312",196,196,196,196,196,196,196,196,196,196,196,196
"15313",196,196,196,196,196,196,196,196,196,196,196,196
"15314",196,196,196,196,196,196,196,196,196,196,196,196
"15315",1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072
"15316",1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072
"15317",1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072
"15318",1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863
"15319",2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"15320",14,14,14,14,14,14,14,14,14,14,14,14
"15321",778,778,778,778,778,778,778,778,778,778,778,778
"15322",939,939,939,939,939,939,939,939,939,939,939,939
"15323",9,9,9,9,9,9,9,9,9,9,9,9
"15324",9,9,9,9,9,9,9,9,9,9,9,9
"15325",9,9,9,9,9,9,9,9,9,9,9,9
"15326",9,9,9,9,9,9,9,9,9,9,9,9
"15327",9,9,9,9,9,9,9,9,9,9,9,9
"15328",9,9,9,9,9,9,9,9,9,9,9,9
"15329",9,9,9,9,9,9,9,9,9,9,9,9
"15330",9,9,9,9,9,9,9,9,9,9,9,9
"15331",1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289
"15332",1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289
"15333",1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289
"15334",1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289
"15335",1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289
"15336",1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289
"15337",162,162,162,162,162,162,162,162,162,162,162,162
"15338",274,274,274,274,274,274,274,274,274,274,274,274
"15339",274,274,274,274,274,274,274,274,274,274,274,274
"15340",274,274,274,274,274,274,274,274,274,274,274,274
"15341",280,280,280,280,280,280,280,280,280,280,280,280
"15342",280,280,280,280,280,280,280,280,280,280,280,280
"15343",280,280,280,280,280,280,280,280,280,280,280,280
"15344",16,16,16,16,16,16,16,16,16,16,16,16
"15345",751,751,751,751,751,751,751,751,751,751,751,751
"15346",155,155,155,155,155,155,155,155,155,155,155,155
"15347",186,186,186,186,186,186,186,186,186,186,186,186
"15348",198,198,198,198,198,198,198,198,198,198,198,198
"15349",222,222,222,222,222,222,222,222,222,222,222,222
"15350",180,180,180,180,180,180,180,180,180,180,180,180
"15351",121,121,121,121,121,121,121,121,121,121,121,121
"15352",217,217,217,217,217,217,217,217,217,217,217,217
"15353",67,67,67,67,67,67,67,67,67,67,67,67
"15354",144,144,144,144,144,144,144,144,144,144,144,144
"15355",189,189,189,189,189,189,189,189,189,189,189,189
"15356",114,114,114,114,114,114,114,114,114,114,114,114
"15357",196,196,196,196,196,196,196,196,196,196,196,196
"15358",70,70,70,70,70,70,70,70,70,70,70,70
"15359",127,127,127,127,127,127,127,127,127,127,127,127
"15360",99,99,99,99,99,99,99,99,99,99,99,99
"15361",237,237,237,237,237,237,237,237,237,237,237,237
"15362",110,110,110,110,110,110,110,110,110,110,110,110
"15363",333,333,333,333,333,333,333,333,333,333,333,333
"15364",95,95,95,95,95,95,95,95,95,95,95,95
"15365",190,190,190,190,190,190,190,190,190,190,190,190
"15366",77,77,77,77,77,77,77,77,77,77,77,77
"15367",98,98,98,98,98,98,98,98,98,98,98,98
"15368",219,219,219,219,219,219,219,219,219,219,219,219
"15369",252,252,252,252,252,252,252,252,252,252,252,252
"15370",118,118,118,118,118,118,118,118,118,118,118,118
"15371",79,79,79,79,79,79,79,79,79,79,79,79
"15372",339,339,339,339,339,339,339,339,339,339,339,339
"15373",198,198,198,198,198,198,198,198,198,198,198,198
"15374",230,230,230,230,230,230,230,230,230,230,230,230
"15375",103,103,103,103,103,103,103,103,103,103,103,103
"15376",118,118,118,118,118,118,118,118,118,118,118,118
"15377",117,117,117,117,117,117,117,117,117,117,117,117
"15378",75,75,75,75,75,75,75,75,75,75,75,75
"15379",108,108,108,108,108,108,108,108,108,108,108,108
"15380",130,130,130,130,130,130,130,130,130,130,130,130
"15381",131,131,131,131,131,131,131,131,131,131,131,131
"15382",128,128,128,128,128,128,128,128,128,128,128,128
"15383",62,62,62,62,62,62,62,62,62,62,62,62
"15384",109,109,109,109,109,109,109,109,109,109,109,109
"15385",85,85,85,85,85,85,85,85,85,85,85,85
"15386",115,115,115,115,115,115,115,115,115,115,115,115
"15387",146,146,146,146,146,146,146,146,146,146,146,146
"15388",65,65,65,65,65,65,65,65,65,65,65,65
"15389",120,120,120,120,120,120,120,120,120,120,120,120
"15390",129,129,129,129,129,129,129,129,129,129,129,129
"15391",33,33,33,33,33,33,33,33,33,33,33,33
"15392",118,118,118,118,118,118,118,118,118,118,118,118
"15393",98,98,98,98,98,98,98,98,98,98,98,98
"15394",124,124,124,124,124,124,124,124,124,124,124,124
"15395",133,133,133,133,133,133,133,133,133,133,133,133
"15396",117,117,117,117,117,117,117,117,117,117,117,117
"15397",109,109,109,109,109,109,109,109,109,109,109,109
"15398",176,176,176,176,176,176,176,176,176,176,176,176
"15399",143,143,143,143,143,143,143,143,143,143,143,143
"15400",106,106,106,106,106,106,106,106,106,106,106,106
"15401",105,105,105,105,105,105,105,105,105,105,105,105
"15402",306,306,306,306,306,306,306,306,306,306,306,306
"15403",84,84,84,84,84,84,84,84,84,84,84,84
"15404",249,249,249,249,249,249,249,249,249,249,249,249
"15405",18,18,18,18,18,18,18,18,18,18,18,18
"15406",1,1,1,1,1,1,1,1,1,1,1,1
"15407",1,1,1,1,1,1,1,1,1,1,1,1
"15408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15411",1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301
"15412",1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301
"15413",1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301
"15414",3298,3298,3298,3298,3298,3298,3298,3298,3298,3298,3298,3298
"15415",3298,3298,3298,3298,3298,3298,3298,3298,3298,3298,3298,3298
"15416",3298,3298,3298,3298,3298,3298,3298,3298,3298,3298,3298,3298
"15417",37,37,37,37,37,37,37,37,37,37,37,37
"15418",37,37,37,37,37,37,37,37,37,37,37,37
"15419",37,37,37,37,37,37,37,37,37,37,37,37
"15420",2583,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583
"15421",2583,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583
"15422",2583,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583,2583
"15423",959,959,959,959,959,959,959,959,959,959,959,959
"15424",959,959,959,959,959,959,959,959,959,959,959,959
"15425",2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144
"15426",2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316
"15427",1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950
"15428",1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950
"15429",1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950
"15430",3048,3048,3048,3048,3048,3048,3048,3048,3048,3048,3048,3048
"15431",1,1,1,1,1,1,1,1,1,1,1,1
"15432",60,60,60,60,60,60,60,60,60,60,60,60
"15433",60,60,60,60,60,60,60,60,60,60,60,60
"15434",60,60,60,60,60,60,60,60,60,60,60,60
"15435",1511,1511,1511,1511,1511,1511,1511,1511,1511,1511,1511,1511
"15436",1511,1511,1511,1511,1511,1511,1511,1511,1511,1511,1511,1511
"15437",1511,1511,1511,1511,1511,1511,1511,1511,1511,1511,1511,1511
"15438",3,3,3,3,3,3,3,3,3,3,3,3
"15439",468,468,468,468,468,468,468,468,468,468,468,468
"15440",1649,1649,1649,1649,1649,1649,1649,1649,1649,1649,1649,1649
"15441",1649,1649,1649,1649,1649,1649,1649,1649,1649,1649,1649,1649
"15442",2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083
"15443",2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083
"15444",1,1,1,1,1,1,1,1,1,1,1,1
"15445",2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306
"15446",3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237
"15447",3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237
"15448",2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430
"15449",1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169
"15450",1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169
"15451",1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354
"15452",1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647,1647
"15453",2039,2039,2039,2039,2039,2039,2039,2039,2039,2039,2039,2039
"15454",1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,1214
"15455",1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137
"15456",466,466,466,466,466,466,466,466,466,466,466,466
"15457",1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383
"15458",2355,2355,2355,2355,2355,2355,2355,2355,2355,2355,2355,2355
"15459",1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982
"15460",1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498
"15461",2523,2523,2523,2523,2523,2523,2523,2523,2523,2523,2523,2523
"15462",448,448,448,448,448,448,448,448,448,448,448,448
"15463",861,861,861,861,861,861,861,861,861,861,861,861
"15464",671,671,671,671,671,671,671,671,671,671,671,671
"15465",671,671,671,671,671,671,671,671,671,671,671,671
"15466",1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072
"15467",1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072
"15468",1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166
"15469",1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166
"15470",128,128,128,128,128,128,128,128,128,128,128,128
"15471",128,128,128,128,128,128,128,128,128,128,128,128
"15472",128,128,128,128,128,128,128,128,128,128,128,128
"15473",214,214,214,214,214,214,214,214,214,214,214,214
"15474",214,214,214,214,214,214,214,214,214,214,214,214
"15475",214,214,214,214,214,214,214,214,214,214,214,214
"15476",260,260,260,260,260,260,260,260,260,260,260,260
"15477",260,260,260,260,260,260,260,260,260,260,260,260
"15478",260,260,260,260,260,260,260,260,260,260,260,260
"15479",260,260,260,260,260,260,260,260,260,260,260,260
"15480",260,260,260,260,260,260,260,260,260,260,260,260
"15481",260,260,260,260,260,260,260,260,260,260,260,260
"15482",552,552,552,552,552,552,552,552,552,552,552,552
"15483",574,574,574,574,574,574,574,574,574,574,574,574
"15484",574,574,574,574,574,574,574,574,574,574,574,574
"15485",1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143
"15486",757,757,757,757,757,757,757,757,757,757,757,757
"15487",757,757,757,757,757,757,757,757,757,757,757,757
"15488",1658,1658,1658,1658,1658,1658,1658,1658,1658,1658,1658,1658
"15489",1658,1658,1658,1658,1658,1658,1658,1658,1658,1658,1658,1658
"15490",1441,1441,1441,1441,1441,1441,1441,1441,1441,1441,1441,1441
"15491",1441,1441,1441,1441,1441,1441,1441,1441,1441,1441,1441,1441
"15492",1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067
"15493",1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067
"15494",533,533,533,533,533,533,533,533,533,533,533,533
"15495",359,359,359,359,359,359,359,359,359,359,359,359
"15496",359,359,359,359,359,359,359,359,359,359,359,359
"15497",1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189
"15498",1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189
"15499",1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073
"15500",1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073
"15501",424,424,424,424,424,424,424,424,424,424,424,424
"15502",424,424,424,424,424,424,424,424,424,424,424,424
"15503",424,424,424,424,424,424,424,424,424,424,424,424
"15504",1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041
"15505",524,524,524,524,524,524,524,524,524,524,524,524
"15506",524,524,524,524,524,524,524,524,524,524,524,524
"15507",1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116
"15508",1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174
"15509",1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174
