"","leftJoinDf.elevation","leftJoinDf.elevation.1","leftJoinDf.elevation.2","leftJoinDf.elevation.3","leftJoinDf.elevation.4","leftJoinDf.elevation.5","leftJoinDf.elevation.6","leftJoinDf.elevation.7","leftJoinDf.elevation.8","leftJoinDf.elevation.9","leftJoinDf.elevation.10","leftJoinDf.elevation.11"
"8317",1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201
"8318",1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201
"8319",1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201
"8320",1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201
"8321",1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201
"8322",151,151,151,151,151,151,151,151,151,151,151,151
"8323",151,151,151,151,151,151,151,151,151,151,151,151
"8324",3222,3222,3222,3222,3222,3222,3222,3222,3222,3222,3222,3222
"8325",3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976
"8326",730,730,730,730,730,730,730,730,730,730,730,730
"8327",719,719,719,719,719,719,719,719,719,719,719,719
"8328",540,540,540,540,540,540,540,540,540,540,540,540
"8329",540,540,540,540,540,540,540,540,540,540,540,540
"8330",540,540,540,540,540,540,540,540,540,540,540,540
"8331",540,540,540,540,540,540,540,540,540,540,540,540
"8332",540,540,540,540,540,540,540,540,540,540,540,540
"8333",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8334",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8335",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8336",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8337",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8338",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8339",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8340",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8341",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8342",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8343",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8344",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8345",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8346",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8347",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8348",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8349",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8350",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8351",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8352",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8353",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8354",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8355",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8356",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8357",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8358",1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
"8359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8361",341,341,341,341,341,341,341,341,341,341,341,341
"8362",341,341,341,341,341,341,341,341,341,341,341,341
"8363",341,341,341,341,341,341,341,341,341,341,341,341
"8364",341,341,341,341,341,341,341,341,341,341,341,341
"8365",341,341,341,341,341,341,341,341,341,341,341,341
"8366",596,596,596,596,596,596,596,596,596,596,596,596
"8367",596,596,596,596,596,596,596,596,596,596,596,596
"8368",1893,1893,1893,1893,1893,1893,1893,1893,1893,1893,1893,1893
"8369",3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678
"8370",3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678
"8371",3051,3051,3051,3051,3051,3051,3051,3051,3051,3051,3051,3051
"8372",3051,3051,3051,3051,3051,3051,3051,3051,3051,3051,3051,3051
"8373",3051,3051,3051,3051,3051,3051,3051,3051,3051,3051,3051,3051
"8374",3051,3051,3051,3051,3051,3051,3051,3051,3051,3051,3051,3051
"8375",2466,2466,2466,2466,2466,2466,2466,2466,2466,2466,2466,2466
"8376",2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083
"8377",60,60,60,60,60,60,60,60,60,60,60,60
"8378",60,60,60,60,60,60,60,60,60,60,60,60
"8379",60,60,60,60,60,60,60,60,60,60,60,60
"8380",60,60,60,60,60,60,60,60,60,60,60,60
"8381",60,60,60,60,60,60,60,60,60,60,60,60
"8382",60,60,60,60,60,60,60,60,60,60,60,60
"8383",60,60,60,60,60,60,60,60,60,60,60,60
"8384",60,60,60,60,60,60,60,60,60,60,60,60
"8385",60,60,60,60,60,60,60,60,60,60,60,60
"8386",60,60,60,60,60,60,60,60,60,60,60,60
"8387",60,60,60,60,60,60,60,60,60,60,60,60
"8388",60,60,60,60,60,60,60,60,60,60,60,60
"8389",60,60,60,60,60,60,60,60,60,60,60,60
"8390",60,60,60,60,60,60,60,60,60,60,60,60
"8391",60,60,60,60,60,60,60,60,60,60,60,60
"8392",60,60,60,60,60,60,60,60,60,60,60,60
"8393",60,60,60,60,60,60,60,60,60,60,60,60
"8394",60,60,60,60,60,60,60,60,60,60,60,60
"8395",60,60,60,60,60,60,60,60,60,60,60,60
"8396",60,60,60,60,60,60,60,60,60,60,60,60
"8397",60,60,60,60,60,60,60,60,60,60,60,60
"8398",60,60,60,60,60,60,60,60,60,60,60,60
"8399",60,60,60,60,60,60,60,60,60,60,60,60
"8400",60,60,60,60,60,60,60,60,60,60,60,60
"8401",60,60,60,60,60,60,60,60,60,60,60,60
"8402",60,60,60,60,60,60,60,60,60,60,60,60
"8403",60,60,60,60,60,60,60,60,60,60,60,60
"8404",60,60,60,60,60,60,60,60,60,60,60,60
"8405",60,60,60,60,60,60,60,60,60,60,60,60
"8406",60,60,60,60,60,60,60,60,60,60,60,60
"8407",1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
"8408",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8409",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8410",438,438,438,438,438,438,438,438,438,438,438,438
"8411",438,438,438,438,438,438,438,438,438,438,438,438
"8412",438,438,438,438,438,438,438,438,438,438,438,438
"8413",438,438,438,438,438,438,438,438,438,438,438,438
"8414",438,438,438,438,438,438,438,438,438,438,438,438
"8415",438,438,438,438,438,438,438,438,438,438,438,438
"8416",438,438,438,438,438,438,438,438,438,438,438,438
"8417",438,438,438,438,438,438,438,438,438,438,438,438
"8418",438,438,438,438,438,438,438,438,438,438,438,438
"8419",438,438,438,438,438,438,438,438,438,438,438,438
"8420",351,351,351,351,351,351,351,351,351,351,351,351
"8421",351,351,351,351,351,351,351,351,351,351,351,351
"8422",351,351,351,351,351,351,351,351,351,351,351,351
"8423",351,351,351,351,351,351,351,351,351,351,351,351
"8424",359,359,359,359,359,359,359,359,359,359,359,359
"8425",359,359,359,359,359,359,359,359,359,359,359,359
"8426",359,359,359,359,359,359,359,359,359,359,359,359
"8427",691,691,691,691,691,691,691,691,691,691,691,691
"8428",293,293,293,293,293,293,293,293,293,293,293,293
"8429",293,293,293,293,293,293,293,293,293,293,293,293
"8430",293,293,293,293,293,293,293,293,293,293,293,293
"8431",293,293,293,293,293,293,293,293,293,293,293,293
"8432",293,293,293,293,293,293,293,293,293,293,293,293
"8433",293,293,293,293,293,293,293,293,293,293,293,293
"8434",293,293,293,293,293,293,293,293,293,293,293,293
"8435",618,618,618,618,618,618,618,618,618,618,618,618
"8436",618,618,618,618,618,618,618,618,618,618,618,618
"8437",618,618,618,618,618,618,618,618,618,618,618,618
"8438",618,618,618,618,618,618,618,618,618,618,618,618
"8439",618,618,618,618,618,618,618,618,618,618,618,618
"8440",618,618,618,618,618,618,618,618,618,618,618,618
"8441",618,618,618,618,618,618,618,618,618,618,618,618
"8442",618,618,618,618,618,618,618,618,618,618,618,618
"8443",618,618,618,618,618,618,618,618,618,618,618,618
"8444",618,618,618,618,618,618,618,618,618,618,618,618
"8445",618,618,618,618,618,618,618,618,618,618,618,618
"8446",618,618,618,618,618,618,618,618,618,618,618,618
"8447",618,618,618,618,618,618,618,618,618,618,618,618
"8448",618,618,618,618,618,618,618,618,618,618,618,618
"8449",537,537,537,537,537,537,537,537,537,537,537,537
"8450",2837,2837,2837,2837,2837,2837,2837,2837,2837,2837,2837,2837
"8451",3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053
"8452",3009,3009,3009,3009,3009,3009,3009,3009,3009,3009,3009,3009
"8453",4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289
"8454",3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053
"8455",3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,3193
"8456",322,322,322,322,322,322,322,322,322,322,322,322
"8457",322,322,322,322,322,322,322,322,322,322,322,322
"8458",1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152
"8459",919,919,919,919,919,919,919,919,919,919,919,919
"8460",808,808,808,808,808,808,808,808,808,808,808,808
"8461",2787,2787,2787,2787,2787,2787,2787,2787,2787,2787,2787,2787
"8462",3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120
"8463",4015,4015,4015,4015,4015,4015,4015,4015,4015,4015,4015,4015
"8464",2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806
"8465",473,473,473,473,473,473,473,473,473,473,473,473
"8466",4024,4024,4024,4024,4024,4024,4024,4024,4024,4024,4024,4024
"8467",2820,2820,2820,2820,2820,2820,2820,2820,2820,2820,2820,2820
"8468",851,851,851,851,851,851,851,851,851,851,851,851
"8469",4559,4559,4559,4559,4559,4559,4559,4559,4559,4559,4559,4559
"8470",457,457,457,457,457,457,457,457,457,457,457,457
"8471",457,457,457,457,457,457,457,457,457,457,457,457
"8472",457,457,457,457,457,457,457,457,457,457,457,457
"8473",3011,3011,3011,3011,3011,3011,3011,3011,3011,3011,3011,3011
"8474",2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960
"8475",3238,3238,3238,3238,3238,3238,3238,3238,3238,3238,3238,3238
"8476",790,790,790,790,790,790,790,790,790,790,790,790
"8477",790,790,790,790,790,790,790,790,790,790,790,790
"8478",3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479
"8479",914,914,914,914,914,914,914,914,914,914,914,914
"8480",2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715
"8481",2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916
"8482",440,440,440,440,440,440,440,440,440,440,440,440
"8483",2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940
"8484",2822,2822,2822,2822,2822,2822,2822,2822,2822,2822,2822,2822
"8485",15,15,15,15,15,15,15,15,15,15,15,15
"8486",15,15,15,15,15,15,15,15,15,15,15,15
"8487",2173,2173,2173,2173,2173,2173,2173,2173,2173,2173,2173,2173
"8488",3624,3624,3624,3624,3624,3624,3624,3624,3624,3624,3624,3624
"8489",3624,3624,3624,3624,3624,3624,3624,3624,3624,3624,3624,3624
"8490",3624,3624,3624,3624,3624,3624,3624,3624,3624,3624,3624,3624
"8491",3624,3624,3624,3624,3624,3624,3624,3624,3624,3624,3624,3624
"8492",3624,3624,3624,3624,3624,3624,3624,3624,3624,3624,3624,3624
"8493",3624,3624,3624,3624,3624,3624,3624,3624,3624,3624,3624,3624
"8494",2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857
"8495",4031,4031,4031,4031,4031,4031,4031,4031,4031,4031,4031,4031
"8496",2171,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171
"8497",2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888
"8498",2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888
"8499",2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888
"8500",2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888
"8501",2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888
"8502",2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926
"8503",4141,4141,4141,4141,4141,4141,4141,4141,4141,4141,4141,4141
"8504",4403,4403,4403,4403,4403,4403,4403,4403,4403,4403,4403,4403
"8505",4403,4403,4403,4403,4403,4403,4403,4403,4403,4403,4403,4403
"8506",668,668,668,668,668,668,668,668,668,668,668,668
"8507",1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113
"8508",419,419,419,419,419,419,419,419,419,419,419,419
"8509",3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449
"8510",3328,3328,3328,3328,3328,3328,3328,3328,3328,3328,3328,3328
"8511",712,712,712,712,712,712,712,712,712,712,712,712
"8512",2217,2217,2217,2217,2217,2217,2217,2217,2217,2217,2217,2217
"8513",3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358
"8514",3242,3242,3242,3242,3242,3242,3242,3242,3242,3242,3242,3242
"8515",3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892
"8516",3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340
"8517",4488,4488,4488,4488,4488,4488,4488,4488,4488,4488,4488,4488
"8518",2173,2173,2173,2173,2173,2173,2173,2173,2173,2173,2173,2173
"8519",3944,3944,3944,3944,3944,3944,3944,3944,3944,3944,3944,3944
"8520",3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415,3415
"8521",12,12,12,12,12,12,12,12,12,12,12,12
"8522",2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874,2874
"8523",3889,3889,3889,3889,3889,3889,3889,3889,3889,3889,3889,3889
"8524",3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728
"8525",1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
"8526",132,132,132,132,132,132,132,132,132,132,132,132
"8527",132,132,132,132,132,132,132,132,132,132,132,132
"8528",132,132,132,132,132,132,132,132,132,132,132,132
"8529",52,52,52,52,52,52,52,52,52,52,52,52
"8530",52,52,52,52,52,52,52,52,52,52,52,52
"8531",2867,2867,2867,2867,2867,2867,2867,2867,2867,2867,2867,2867
"8532",2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747,2747
"8533",3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696
"8534",3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862
"8535",3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756
"8536",2820,2820,2820,2820,2820,2820,2820,2820,2820,2820,2820,2820
"8537",2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373
"8538",3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596
"8539",1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388
"8540",671,671,671,671,671,671,671,671,671,671,671,671
"8541",593,593,593,593,593,593,593,593,593,593,593,593
"8542",3671,3671,3671,3671,3671,3671,3671,3671,3671,3671,3671,3671
"8543",2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676
"8544",3258,3258,3258,3258,3258,3258,3258,3258,3258,3258,3258,3258
"8545",1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179
"8546",2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754
"8547",824,824,824,824,824,824,824,824,824,824,824,824
"8548",3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053
"8549",3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053
"8550",3083,3083,3083,3083,3083,3083,3083,3083,3083,3083,3083,3083
"8551",4125,4125,4125,4125,4125,4125,4125,4125,4125,4125,4125,4125
"8552",2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940
"8553",2171,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171
"8554",1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116
"8555",3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020
"8556",3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020
"8557",2171,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171
"8558",2171,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171
"8559",2171,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171,2171
"8560",3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107
"8561",3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107
"8562",3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107
"8563",926,926,926,926,926,926,926,926,926,926,926,926
"8564",373,373,373,373,373,373,373,373,373,373,373,373
"8565",373,373,373,373,373,373,373,373,373,373,373,373
"8566",373,373,373,373,373,373,373,373,373,373,373,373
"8567",760,760,760,760,760,760,760,760,760,760,760,760
"8568",760,760,760,760,760,760,760,760,760,760,760,760
"8569",3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714
"8570",3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075
"8571",928,928,928,928,928,928,928,928,928,928,928,928
"8572",928,928,928,928,928,928,928,928,928,928,928,928
"8573",928,928,928,928,928,928,928,928,928,928,928,928
"8574",928,928,928,928,928,928,928,928,928,928,928,928
"8575",834,834,834,834,834,834,834,834,834,834,834,834
"8576",834,834,834,834,834,834,834,834,834,834,834,834
"8577",834,834,834,834,834,834,834,834,834,834,834,834
"8578",834,834,834,834,834,834,834,834,834,834,834,834
"8579",834,834,834,834,834,834,834,834,834,834,834,834
"8580",834,834,834,834,834,834,834,834,834,834,834,834
"8581",834,834,834,834,834,834,834,834,834,834,834,834
"8582",834,834,834,834,834,834,834,834,834,834,834,834
"8583",1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558
"8584",1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625
"8585",3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,3386
"8586",3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,3386
"8587",3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,3386
"8588",3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,3386
"8589",3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,3386,3386
"8590",3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042
"8591",3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042
"8592",3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042
"8593",3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042
"8594",3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042
"8595",3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042
"8596",3639,3639,3639,3639,3639,3639,3639,3639,3639,3639,3639,3639
"8597",3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417
"8598",3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417
"8599",3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417
"8600",3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833,3833
"8601",56,56,56,56,56,56,56,56,56,56,56,56
"8602",2954,2954,2954,2954,2954,2954,2954,2954,2954,2954,2954,2954
"8603",3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786
"8604",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8605",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8606",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8607",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8608",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8609",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8610",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8611",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8612",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8613",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8614",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8615",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8616",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8617",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8618",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8619",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8620",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8621",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8622",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8623",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8624",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"8625",4488,4488,4488,4488,4488,4488,4488,4488,4488,4488,4488,4488
"8626",4488,4488,4488,4488,4488,4488,4488,4488,4488,4488,4488,4488
"8627",2899,2899,2899,2899,2899,2899,2899,2899,2899,2899,2899,2899
"8628",3021,3021,3021,3021,3021,3021,3021,3021,3021,3021,3021,3021
"8629",4254,4254,4254,4254,4254,4254,4254,4254,4254,4254,4254,4254
"8630",3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646
"8631",3008,3008,3008,3008,3008,3008,3008,3008,3008,3008,3008,3008
"8632",678,678,678,678,678,678,678,678,678,678,678,678
"8633",43,43,43,43,43,43,43,43,43,43,43,43
"8634",587,587,587,587,587,587,587,587,587,587,587,587
"8635",587,587,587,587,587,587,587,587,587,587,587,587
"8636",587,587,587,587,587,587,587,587,587,587,587,587
"8637",587,587,587,587,587,587,587,587,587,587,587,587
"8638",587,587,587,587,587,587,587,587,587,587,587,587
"8639",587,587,587,587,587,587,587,587,587,587,587,587
"8640",587,587,587,587,587,587,587,587,587,587,587,587
"8641",2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692
"8642",4015,4015,4015,4015,4015,4015,4015,4015,4015,4015,4015,4015
"8643",1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354
"8644",2168,2168,2168,2168,2168,2168,2168,2168,2168,2168,2168,2168
"8645",2168,2168,2168,2168,2168,2168,2168,2168,2168,2168,2168,2168
"8646",2168,2168,2168,2168,2168,2168,2168,2168,2168,2168,2168,2168
"8647",3586,3586,3586,3586,3586,3586,3586,3586,3586,3586,3586,3586
"8648",4116,4116,4116,4116,4116,4116,4116,4116,4116,4116,4116,4116
"8649",3244,3244,3244,3244,3244,3244,3244,3244,3244,3244,3244,3244
"8650",400,400,400,400,400,400,400,400,400,400,400,400
"8651",378,378,378,378,378,378,378,378,378,378,378,378
"8652",1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032
"8653",3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,3001
"8654",2904,2904,2904,2904,2904,2904,2904,2904,2904,2904,2904,2904
"8655",2514,2514,2514,2514,2514,2514,2514,2514,2514,2514,2514,2514
"8656",2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715
"8657",3580,3580,3580,3580,3580,3580,3580,3580,3580,3580,3580,3580
"8658",3653,3653,3653,3653,3653,3653,3653,3653,3653,3653,3653,3653
"8659",3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438
"8660",5441,5441,5441,5441,5441,5441,5441,5441,5441,5441,5441,5441
"8661",121,121,121,121,121,121,121,121,121,121,121,121
"8662",3038,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038
"8663",921,921,921,921,921,921,921,921,921,921,921,921
"8664",4350,4350,4350,4350,4350,4350,4350,4350,4350,4350,4350,4350
"8665",3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042
"8666",3706,3706,3706,3706,3706,3706,3706,3706,3706,3706,3706,3706
"8667",3608,3608,3608,3608,3608,3608,3608,3608,3608,3608,3608,3608
"8668",3409,3409,3409,3409,3409,3409,3409,3409,3409,3409,3409,3409
"8669",2954,2954,2954,2954,2954,2954,2954,2954,2954,2954,2954,2954
"8670",3184,3184,3184,3184,3184,3184,3184,3184,3184,3184,3184,3184
"8671",3164,3164,3164,3164,3164,3164,3164,3164,3164,3164,3164,3164
"8672",3284,3284,3284,3284,3284,3284,3284,3284,3284,3284,3284,3284
"8673",3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867,3867
"8674",2654,2654,2654,2654,2654,2654,2654,2654,2654,2654,2654,2654
"8675",2903,2903,2903,2903,2903,2903,2903,2903,2903,2903,2903,2903
"8676",2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945
"8677",2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182
"8678",1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904
"8679",1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904
"8680",3184,3184,3184,3184,3184,3184,3184,3184,3184,3184,3184,3184
"8681",3055,3055,3055,3055,3055,3055,3055,3055,3055,3055,3055,3055
"8682",3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179
"8683",4191,4191,4191,4191,4191,4191,4191,4191,4191,4191,4191,4191
"8684",122,122,122,122,122,122,122,122,122,122,122,122
"8685",122,122,122,122,122,122,122,122,122,122,122,122
"8686",1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045
"8687",784,784,784,784,784,784,784,784,784,784,784,784
"8688",352,352,352,352,352,352,352,352,352,352,352,352
"8689",4929,4929,4929,4929,4929,4929,4929,4929,4929,4929,4929,4929
"8690",2863,2863,2863,2863,2863,2863,2863,2863,2863,2863,2863,2863
"8691",3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696
"8692",4218,4218,4218,4218,4218,4218,4218,4218,4218,4218,4218,4218
"8693",593,593,593,593,593,593,593,593,593,593,593,593
"8694",3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491
"8695",2858,2858,2858,2858,2858,2858,2858,2858,2858,2858,2858,2858
"8696",2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160,2160
"8697",3913,3913,3913,3913,3913,3913,3913,3913,3913,3913,3913,3913
"8698",678,678,678,678,678,678,678,678,678,678,678,678
"8699",352,352,352,352,352,352,352,352,352,352,352,352
"8700",352,352,352,352,352,352,352,352,352,352,352,352
"8701",352,352,352,352,352,352,352,352,352,352,352,352
"8702",3439,3439,3439,3439,3439,3439,3439,3439,3439,3439,3439,3439
"8703",2242,2242,2242,2242,2242,2242,2242,2242,2242,2242,2242,2242
"8704",2242,2242,2242,2242,2242,2242,2242,2242,2242,2242,2242,2242
"8705",2242,2242,2242,2242,2242,2242,2242,2242,2242,2242,2242,2242
"8706",2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263
"8707",2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263,2263
"8708",824,824,824,824,824,824,824,824,824,824,824,824
